Subject,Age,Handedness,Sex,BlockList.Sample,SubTrial,shapepic,shape_pic,Label,Shape,YesNoResp,CorrectAnswer,Targetprac.RESP,Targetprac.ACC,Targetprac.RT,Target.RESP,Target.ACC,Target.RT,Code,Code1
10,23,right,male,,1,,S.bmp,常人,Bad,No,m,,0,0,,,,,
10,23,right,male,,2,,C.bmp,好人,Normal,No,m,m,1,386,,,,,
10,23,right,male,,3,,C.bmp,常人,Normal,Yes,k,m,0,518,,,,,
10,23,right,male,,4,,C.bmp,常人,Normal,Yes,k,k,1,411,,,,,
10,23,right,male,,5,,S.bmp,坏人,Bad,Yes,k,,0,0,,,,,
10,23,right,male,,6,,T.bmp,好人,Good,Yes,k,k,1,856,,,,,
10,23,right,male,,7,,S.bmp,坏人,Bad,Yes,k,k,1,530,,,,,
10,23,right,male,,8,,T.bmp,好人,Good,Yes,k,m,0,460,,,,,
10,23,right,male,,9,,S.bmp,好人,Bad,No,m,m,1,566,,,,,
10,23,right,male,,10,,C.bmp,坏人,Normal,No,m,m,1,504,,,,,
10,23,right,male,,11,,T.bmp,常人,Good,No,m,m,1,484,,,,,
10,23,right,male,,12,,T.bmp,坏人,Good,No,m,,0,0,,,,,
10,23,right,male,,13,,C.bmp,好人,Normal,No,m,m,1,754,,,,,
10,23,right,male,,14,,C.bmp,常人,Normal,Yes,k,k,1,548,,,,,
10,23,right,male,,15,,T.bmp,常人,Good,No,m,m,1,508,,,,,
10,23,right,male,,16,,T.bmp,好人,Good,Yes,k,,0,0,,,,,
10,23,right,male,,17,,C.bmp,坏人,Normal,No,m,m,1,619,,,,,
10,23,right,male,,18,,T.bmp,坏人,Good,No,m,k,0,905,,,,,
10,23,right,male,,19,,S.bmp,坏人,Bad,Yes,k,k,1,561,,,,,
10,23,right,male,,20,,S.bmp,好人,Bad,No,m,k,0,495,,,,,
10,23,right,male,,21,,S.bmp,常人,Bad,No,m,m,1,806,,,,,
10,23,right,male,,22,,S.bmp,坏人,Bad,Yes,k,,0,0,,,,,
10,23,right,male,,23,,T.bmp,好人,Good,Yes,k,k,1,748,,,,,
10,23,right,male,,24,,C.bmp,常人,Normal,Yes,k,m,0,316,,,,,
10,23,right,male,,25,,S.bmp,常人,Bad,No,m,m,1,701,,,,,
10,23,right,male,,26,,C.bmp,坏人,Normal,No,m,k,0,743,,,,,
10,23,right,male,,27,,T.bmp,好人,Good,Yes,k,,0,0,,,,,
10,23,right,male,,28,,T.bmp,坏人,Good,No,m,k,0,883,,,,,
10,23,right,male,,29,,S.bmp,坏人,Bad,Yes,k,k,1,809,,,,,
10,23,right,male,,30,,S.bmp,坏人,Bad,Yes,k,k,1,459,,,,,
10,23,right,male,,31,,C.bmp,好人,Normal,No,m,m,1,675,,,,,
10,23,right,male,,32,,T.bmp,好人,Good,Yes,k,,0,0,,,,,
10,23,right,male,,33,,C.bmp,常人,Normal,Yes,k,m,0,371,,,,,
10,23,right,male,,34,,C.bmp,常人,Normal,Yes,k,k,1,528,,,,,
10,23,right,male,,35,,T.bmp,常人,Good,No,m,m,1,888,,,,,
10,23,right,male,,36,,S.bmp,好人,Bad,No,m,m,1,510,,,,,
10,23,right,male,,37,,C.bmp,好人,Normal,No,m,k,0,612,,,,,
10,23,right,male,,38,,T.bmp,常人,Good,No,m,m,1,491,,,,,
10,23,right,male,,39,,T.bmp,坏人,Good,No,m,m,1,633,,,,,
10,23,right,male,,40,,C.bmp,坏人,Normal,No,m,m,1,469,,,,,
10,23,right,male,,41,,T.bmp,好人,Good,Yes,k,k,1,911,,,,,
10,23,right,male,,42,,C.bmp,常人,Normal,Yes,k,k,1,939,,,,,
10,23,right,male,,43,,C.bmp,常人,Normal,Yes,k,k,1,505,,,,,
10,23,right,male,,44,,T.bmp,好人,Good,Yes,k,m,0,345,,,,,
10,23,right,male,,45,,S.bmp,坏人,Bad,Yes,k,k,1,909,,,,,
10,23,right,male,,46,,S.bmp,常人,Bad,No,m,m,1,463,,,,,
10,23,right,male,,47,,S.bmp,好人,Bad,No,m,m,1,1003,,,,,
10,23,right,male,,48,,S.bmp,坏人,Bad,Yes,k,k,1,403,,,,,
10,23,right,male,,49,,T.bmp,坏人,Good,No,m,m,1,549,,,,,
10,23,right,male,,50,,T.bmp,常人,Good,No,m,m,1,477,,,,,
10,23,right,male,,51,,S.bmp,常人,Bad,No,m,m,1,527,,,,,
10,23,right,male,,52,,S.bmp,坏人,Bad,Yes,k,k,1,359,,,,,
10,23,right,male,,53,,C.bmp,常人,Normal,Yes,k,k,1,685,,,,,
10,23,right,male,,54,,T.bmp,好人,Good,Yes,k,m,0,451,,,,,
10,23,right,male,,55,,C.bmp,坏人,Normal,No,m,m,1,659,,,,,
10,23,right,male,,56,,T.bmp,好人,Good,Yes,k,k,1,883,,,,,
10,23,right,male,,57,,C.bmp,好人,Normal,No,m,m,1,425,,,,,
10,23,right,male,,58,,S.bmp,好人,Bad,No,m,m,1,945,,,,,
10,23,right,male,,59,,C.bmp,常人,Normal,Yes,k,k,1,317,,,,,
10,23,right,male,,60,,S.bmp,坏人,Bad,Yes,k,k,1,614,,,,,
10,23,right,male,,61,,C.bmp,好人,Normal,No,m,m,1,514,,,,,
10,23,right,male,,62,,T.bmp,坏人,Good,No,m,k,0,903,,,,,
10,23,right,male,,63,,C.bmp,坏人,Normal,No,m,m,1,557,,,,,
10,23,right,male,,64,,S.bmp,好人,Bad,No,m,m,1,705,,,,,
10,23,right,male,,65,,S.bmp,常人,Bad,No,m,m,1,1095,,,,,
10,23,right,male,,66,,C.bmp,常人,Normal,Yes,k,k,1,339,,,,,
10,23,right,male,,67,,S.bmp,坏人,Bad,Yes,k,k,1,499,,,,,
10,23,right,male,,68,,S.bmp,坏人,Bad,Yes,k,k,1,407,,,,,
10,23,right,male,,69,,T.bmp,好人,Good,Yes,k,k,1,445,,,,,
10,23,right,male,,70,,C.bmp,常人,Normal,Yes,k,k,1,343,,,,,
10,23,right,male,,71,,T.bmp,常人,Good,No,m,m,1,535,,,,,
10,23,right,male,,72,,T.bmp,好人,Good,Yes,k,m,0,548,,,,,
10,23,right,male,1,1,S.bmp,,坏人,Bad,Yes,k,,,,k,1,827,5,32
10,23,right,male,1,2,T.bmp,,好人,Good,Yes,k,,,,m,0,511,9,64
10,23,right,male,1,3,C.bmp,,常人,Normal,Yes,k,,,,k,1,489,13,96
10,23,right,male,1,4,S.bmp,,常人,Bad,No,m,,,,k,0,65,3,16
10,23,right,male,1,5,T.bmp,,常人,Good,No,m,,,,,0,0,7,48
10,23,right,male,1,6,C.bmp,,常人,Normal,Yes,k,,,,k,1,947,13,96
10,23,right,male,1,7,S.bmp,,坏人,Bad,Yes,k,,,,k,1,601,5,32
10,23,right,male,1,8,C.bmp,,好人,Normal,No,m,,,,k,0,844,11,80
10,23,right,male,1,9,S.bmp,,好人,Bad,No,m,,,,m,1,516,3,16
10,23,right,male,1,10,C.bmp,,坏人,Normal,No,m,,,,m,1,580,11,80
10,23,right,male,1,11,T.bmp,,坏人,Good,No,m,,,,m,1,372,7,48
10,23,right,male,1,12,T.bmp,,好人,Good,Yes,k,,,,m,0,330,9,64
10,23,right,male,1,13,C.bmp,,常人,Normal,Yes,k,,,,k,1,786,13,96
10,23,right,male,1,14,C.bmp,,好人,Normal,No,m,,,,m,1,775,11,80
10,23,right,male,1,15,S.bmp,,好人,Bad,No,m,,,,m,1,643,3,16
10,23,right,male,1,16,C.bmp,,坏人,Normal,No,m,,,,m,1,543,11,80
10,23,right,male,1,17,T.bmp,,坏人,Good,No,m,,,,m,1,525,7,48
10,23,right,male,1,18,S.bmp,,常人,Bad,No,m,,,,m,1,711,3,16
10,23,right,male,1,19,T.bmp,,好人,Good,Yes,k,,,,k,1,893,9,64
10,23,right,male,1,20,S.bmp,,坏人,Bad,Yes,k,,,,k,1,555,5,32
10,23,right,male,1,21,C.bmp,,常人,Normal,Yes,k,,,,m,0,647,13,96
10,23,right,male,1,22,T.bmp,,好人,Good,Yes,k,,,,k,1,853,9,64
10,23,right,male,1,23,S.bmp,,坏人,Bad,Yes,k,,,,k,1,417,5,32
10,23,right,male,1,24,T.bmp,,常人,Good,No,m,,,,m,1,449,7,48
10,23,right,male,1,25,S.bmp,,好人,Bad,No,m,,,,m,1,631,3,16
10,23,right,male,1,26,T.bmp,,坏人,Good,No,m,,,,m,1,410,7,48
10,23,right,male,1,27,S.bmp,,坏人,Bad,Yes,k,,,,k,1,598,5,32
10,23,right,male,1,28,T.bmp,,好人,Good,Yes,k,,,,k,1,573,9,64
10,23,right,male,1,29,C.bmp,,坏人,Normal,No,m,,,,m,1,557,11,80
10,23,right,male,1,30,C.bmp,,好人,Normal,No,m,,,,m,1,617,11,80
10,23,right,male,1,31,T.bmp,,常人,Good,No,m,,,,m,1,583,7,48
10,23,right,male,1,32,T.bmp,,好人,Good,Yes,k,,,,k,1,441,9,64
10,23,right,male,1,33,S.bmp,,坏人,Bad,Yes,k,,,,k,1,351,5,32
10,23,right,male,1,34,C.bmp,,常人,Normal,Yes,k,,,,m,0,399,13,96
10,23,right,male,1,35,S.bmp,,常人,Bad,No,m,,,,m,1,403,3,16
10,23,right,male,1,36,C.bmp,,常人,Normal,Yes,k,,,,k,1,455,13,96
10,23,right,male,1,37,S.bmp,,坏人,Bad,Yes,k,,,,k,1,855,5,32
10,23,right,male,1,38,T.bmp,,坏人,Good,No,m,,,,m,1,405,7,48
10,23,right,male,1,39,C.bmp,,常人,Normal,Yes,k,,,,k,1,389,13,96
10,23,right,male,1,40,C.bmp,,常人,Normal,Yes,k,,,,k,1,531,13,96
10,23,right,male,1,41,S.bmp,,坏人,Bad,Yes,k,,,,k,1,605,5,32
10,23,right,male,1,42,T.bmp,,好人,Good,Yes,k,,,,k,1,391,9,64
10,23,right,male,1,43,T.bmp,,常人,Good,No,m,,,,k,0,702,7,48
10,23,right,male,1,44,C.bmp,,坏人,Normal,No,m,,,,m,1,417,11,80
10,23,right,male,1,45,S.bmp,,好人,Bad,No,m,,,,m,1,631,3,16
10,23,right,male,1,46,T.bmp,,好人,Good,Yes,k,,,,k,1,611,9,64
10,23,right,male,1,47,C.bmp,,好人,Normal,No,m,,,,m,1,399,11,80
10,23,right,male,1,48,S.bmp,,常人,Bad,No,m,,,,m,1,539,3,16
10,23,right,male,1,49,S.bmp,,坏人,Bad,Yes,k,,,,m,0,903,5,32
10,23,right,male,1,50,S.bmp,,常人,Bad,No,m,,,,m,1,983,3,16
10,23,right,male,1,51,C.bmp,,好人,Normal,No,m,,,,m,1,559,11,80
10,23,right,male,1,52,T.bmp,,坏人,Good,No,m,,,,m,1,539,7,48
10,23,right,male,1,53,S.bmp,,坏人,Bad,Yes,k,,,,k,1,479,5,32
10,23,right,male,1,54,T.bmp,,好人,Good,Yes,k,,,,k,1,675,9,64
10,23,right,male,1,55,T.bmp,,常人,Good,No,m,,,,m,1,369,7,48
10,23,right,male,1,56,C.bmp,,常人,Normal,Yes,k,,,,k,1,377,13,96
10,23,right,male,1,57,T.bmp,,好人,Good,Yes,k,,,,k,1,606,9,64
10,23,right,male,1,58,C.bmp,,常人,Normal,Yes,k,,,,k,1,400,13,96
10,23,right,male,1,59,S.bmp,,好人,Bad,No,m,,,,m,1,634,3,16
10,23,right,male,1,60,C.bmp,,坏人,Normal,No,m,,,,,0,0,11,80
10,23,right,male,1,61,T.bmp,,常人,Good,No,m,,,,m,1,969,7,48
10,23,right,male,1,62,T.bmp,,好人,Good,Yes,k,,,,k,1,623,9,64
10,23,right,male,1,63,S.bmp,,坏人,Bad,Yes,k,,,,k,1,341,5,32
10,23,right,male,1,64,T.bmp,,坏人,Good,No,m,,,,m,1,561,7,48
10,23,right,male,1,65,C.bmp,,坏人,Normal,No,m,,,,,0,0,11,80
10,23,right,male,1,66,T.bmp,,好人,Good,Yes,k,,,,k,1,699,9,64
10,23,right,male,1,67,S.bmp,,常人,Bad,No,m,,,,m,1,706,3,16
10,23,right,male,1,68,C.bmp,,常人,Normal,Yes,k,,,,k,1,310,13,96
10,23,right,male,1,69,C.bmp,,好人,Normal,No,m,,,,k,0,794,11,80
10,23,right,male,1,70,S.bmp,,好人,Bad,No,m,,,,m,1,560,3,16
10,23,right,male,1,71,S.bmp,,坏人,Bad,Yes,k,,,,k,1,498,5,32
10,23,right,male,1,72,C.bmp,,常人,Normal,Yes,k,,,,k,1,360,13,96
10,23,right,male,1,73,S.bmp,,好人,Bad,No,m,,,,m,1,502,3,16
10,23,right,male,1,74,T.bmp,,好人,Good,Yes,k,,,,k,1,730,9,64
10,23,right,male,1,75,T.bmp,,好人,Good,Yes,k,,,,k,1,425,9,64
10,23,right,male,1,76,C.bmp,,常人,Normal,Yes,k,,,,k,1,345,13,96
10,23,right,male,1,77,S.bmp,,常人,Bad,No,m,,,,m,1,497,3,16
10,23,right,male,1,78,C.bmp,,坏人,Normal,No,m,,,,m,1,683,11,80
10,23,right,male,1,79,T.bmp,,坏人,Good,No,m,,,,m,1,441,7,48
10,23,right,male,1,80,T.bmp,,常人,Good,No,m,,,,m,1,485,7,48
10,23,right,male,1,81,S.bmp,,坏人,Bad,Yes,k,,,,m,0,1014,5,32
10,23,right,male,1,82,C.bmp,,常人,Normal,Yes,k,,,,k,1,696,13,96
10,23,right,male,1,83,S.bmp,,坏人,Bad,Yes,k,,,,k,1,364,5,32
10,23,right,male,1,84,C.bmp,,好人,Normal,No,m,,,,m,1,532,11,80
10,23,right,male,1,85,S.bmp,,坏人,Bad,Yes,k,,,,k,1,402,5,32
10,23,right,male,1,86,T.bmp,,好人,Good,Yes,k,,,,k,1,640,9,64
10,23,right,male,1,87,T.bmp,,坏人,Good,No,m,,,,m,1,560,7,48
10,23,right,male,1,88,C.bmp,,常人,Normal,Yes,k,,,,m,0,798,13,96
10,23,right,male,1,89,T.bmp,,好人,Good,Yes,k,,,,k,1,436,9,64
10,23,right,male,1,90,C.bmp,,坏人,Normal,No,m,,,,m,1,464,11,80
10,23,right,male,1,91,S.bmp,,常人,Bad,No,m,,,,m,1,972,3,16
10,23,right,male,1,92,C.bmp,,好人,Normal,No,m,,,,m,1,526,11,80
10,23,right,male,1,93,T.bmp,,常人,Good,No,m,,,,m,1,443,7,48
10,23,right,male,1,94,C.bmp,,常人,Normal,Yes,k,,,,k,1,551,13,96
10,23,right,male,1,95,S.bmp,,坏人,Bad,Yes,k,,,,k,1,413,5,32
10,23,right,male,1,96,S.bmp,,好人,Bad,No,m,,,,m,1,466,3,16
10,23,right,male,1,97,T.bmp,,好人,Good,Yes,k,,,,k,1,338,9,64
10,23,right,male,1,98,S.bmp,,常人,Bad,No,m,,,,m,1,702,3,16
10,23,right,male,1,99,C.bmp,,坏人,Normal,No,m,,,,m,1,640,11,80
10,23,right,male,1,100,T.bmp,,常人,Good,No,m,,,,m,1,350,7,48
10,23,right,male,1,101,S.bmp,,坏人,Bad,Yes,k,,,,m,0,754,5,32
10,23,right,male,1,102,C.bmp,,好人,Normal,No,m,,,,m,1,454,11,80
10,23,right,male,1,103,T.bmp,,坏人,Good,No,m,,,,m,1,440,7,48
10,23,right,male,1,104,S.bmp,,坏人,Bad,Yes,k,,,,k,1,274,5,32
10,23,right,male,1,105,S.bmp,,好人,Bad,No,m,,,,m,1,394,3,16
10,23,right,male,1,106,C.bmp,,常人,Normal,Yes,k,,,,k,1,398,13,96
10,23,right,male,1,107,T.bmp,,好人,Good,Yes,k,,,,k,1,378,9,64
10,23,right,male,1,108,C.bmp,,常人,Normal,Yes,k,,,,,0,0,13,96
10,23,right,male,1,109,T.bmp,,好人,Good,Yes,k,,,,k,1,594,9,64
10,23,right,male,1,110,C.bmp,,常人,Normal,Yes,k,,,,k,1,295,13,96
10,23,right,male,1,111,T.bmp,,坏人,Good,No,m,,,,m,1,418,7,48
10,23,right,male,1,112,S.bmp,,好人,Bad,No,m,,,,m,1,480,3,16
10,23,right,male,1,113,C.bmp,,坏人,Normal,No,m,,,,m,1,580,11,80
10,23,right,male,1,114,C.bmp,,常人,Normal,Yes,k,,,,k,1,476,13,96
10,23,right,male,1,115,S.bmp,,坏人,Bad,Yes,k,,,,k,1,416,5,32
10,23,right,male,1,116,T.bmp,,常人,Good,No,m,,,,m,1,406,7,48
10,23,right,male,1,117,T.bmp,,好人,Good,Yes,k,,,,k,1,616,9,64
10,23,right,male,1,118,C.bmp,,好人,Normal,No,m,,,,m,1,532,11,80
10,23,right,male,1,119,S.bmp,,坏人,Bad,Yes,k,,,,k,1,726,5,32
10,23,right,male,1,120,S.bmp,,常人,Bad,No,m,,,,m,1,444,3,16
10,23,right,male,2,1,S.bmp,,坏人,Bad,Yes,k,,,,k,1,555,5,32
10,23,right,male,2,2,C.bmp,,常人,Normal,Yes,k,,,,m,0,883,13,96
10,23,right,male,2,3,T.bmp,,好人,Good,Yes,k,,,,k,1,338,9,64
10,23,right,male,2,4,S.bmp,,好人,Bad,No,m,,,,m,1,320,3,16
10,23,right,male,2,5,C.bmp,,好人,Normal,No,m,,,,m,1,440,11,80
10,23,right,male,2,6,S.bmp,,坏人,Bad,Yes,k,,,,k,1,388,5,32
10,23,right,male,2,7,T.bmp,,坏人,Good,No,m,,,,m,1,362,7,48
10,23,right,male,2,8,S.bmp,,常人,Bad,No,m,,,,m,1,750,3,16
10,23,right,male,2,9,T.bmp,,常人,Good,No,m,,,,m,1,884,7,48
10,23,right,male,2,10,C.bmp,,常人,Normal,Yes,k,,,,k,1,285,13,96
10,23,right,male,2,11,C.bmp,,坏人,Normal,No,m,,,,m,1,347,11,80
10,23,right,male,2,12,T.bmp,,好人,Good,Yes,k,,,,m,0,863,9,64
10,23,right,male,2,13,T.bmp,,常人,Good,No,m,,,,m,1,479,7,48
10,23,right,male,2,14,S.bmp,,坏人,Bad,Yes,k,,,,k,1,355,5,32
10,23,right,male,2,15,C.bmp,,好人,Normal,No,m,,,,m,1,475,11,80
10,23,right,male,2,16,C.bmp,,常人,Normal,Yes,k,,,,k,1,823,13,96
10,23,right,male,2,17,T.bmp,,好人,Good,Yes,k,,,,k,1,351,9,64
10,23,right,male,2,18,C.bmp,,坏人,Normal,No,m,,,,m,1,353,11,80
10,23,right,male,2,19,S.bmp,,常人,Bad,No,m,,,,m,1,649,3,16
10,23,right,male,2,20,S.bmp,,坏人,Bad,Yes,k,,,,k,1,462,5,32
10,23,right,male,2,21,T.bmp,,坏人,Good,No,m,,,,m,1,332,7,48
10,23,right,male,2,22,T.bmp,,好人,Good,Yes,k,,,,k,1,464,9,64
10,23,right,male,2,23,S.bmp,,好人,Bad,No,m,,,,m,1,376,3,16
10,23,right,male,2,24,C.bmp,,常人,Normal,Yes,k,,,,k,1,365,13,96
10,23,right,male,2,25,C.bmp,,常人,Normal,Yes,k,,,,k,1,485,13,96
10,23,right,male,2,26,S.bmp,,坏人,Bad,Yes,k,,,,k,1,483,5,32
10,23,right,male,2,27,T.bmp,,好人,Good,Yes,k,,,,k,1,325,9,64
10,23,right,male,2,28,S.bmp,,常人,Bad,No,m,,,,m,1,551,3,16
10,23,right,male,2,29,T.bmp,,常人,Good,No,m,,,,m,1,435,7,48
10,23,right,male,2,30,C.bmp,,常人,Normal,Yes,k,,,,k,1,321,13,96
10,23,right,male,2,31,T.bmp,,好人,Good,Yes,k,,,,k,1,365,9,64
10,23,right,male,2,32,T.bmp,,坏人,Good,No,m,,,,m,1,509,7,48
10,23,right,male,2,33,C.bmp,,好人,Normal,No,m,,,,m,1,597,11,80
10,23,right,male,2,34,S.bmp,,好人,Bad,No,m,,,,m,1,585,3,16
10,23,right,male,2,35,S.bmp,,坏人,Bad,Yes,k,,,,k,1,409,5,32
10,23,right,male,2,36,C.bmp,,坏人,Normal,No,m,,,,m,1,589,11,80
10,23,right,male,2,37,T.bmp,,常人,Good,No,m,,,,m,1,445,7,48
10,23,right,male,2,38,S.bmp,,好人,Bad,No,m,,,,m,1,431,3,16
10,23,right,male,2,39,T.bmp,,坏人,Good,No,m,,,,m,1,427,7,48
10,23,right,male,2,40,C.bmp,,坏人,Normal,No,m,,,,m,1,645,11,80
10,23,right,male,2,41,S.bmp,,坏人,Bad,Yes,k,,,,k,1,379,5,32
10,23,right,male,2,42,T.bmp,,好人,Good,Yes,k,,,,k,1,459,9,64
10,23,right,male,2,43,C.bmp,,好人,Normal,No,m,,,,m,1,417,11,80
10,23,right,male,2,44,S.bmp,,坏人,Bad,Yes,k,,,,m,0,871,5,32
10,23,right,male,2,45,C.bmp,,常人,Normal,Yes,k,,,,k,1,339,13,96
10,23,right,male,2,46,T.bmp,,好人,Good,Yes,k,,,,k,1,343,9,64
10,23,right,male,2,47,C.bmp,,常人,Normal,Yes,k,,,,k,1,755,13,96
10,23,right,male,2,48,S.bmp,,常人,Bad,No,m,,,,m,1,335,3,16
10,23,right,male,2,49,C.bmp,,好人,Normal,No,m,,,,m,1,537,11,80
10,23,right,male,2,50,S.bmp,,常人,Bad,No,m,,,,m,1,427,3,16
10,23,right,male,2,51,C.bmp,,常人,Normal,Yes,k,,,,k,1,429,13,96
10,23,right,male,2,52,S.bmp,,坏人,Bad,Yes,k,,,,k,1,351,5,32
10,23,right,male,2,53,S.bmp,,好人,Bad,No,m,,,,m,1,804,3,16
10,23,right,male,2,54,C.bmp,,坏人,Normal,No,m,,,,m,1,502,11,80
10,23,right,male,2,55,T.bmp,,好人,Good,Yes,k,,,,k,1,449,9,64
10,23,right,male,2,56,T.bmp,,坏人,Good,No,m,,,,m,1,535,7,48
10,23,right,male,2,57,C.bmp,,常人,Normal,Yes,k,,,,k,1,393,13,96
10,23,right,male,2,58,T.bmp,,好人,Good,Yes,k,,,,k,1,415,9,64
10,23,right,male,2,59,T.bmp,,常人,Good,No,m,,,,m,1,523,7,48
10,23,right,male,2,60,S.bmp,,坏人,Bad,Yes,k,,,,k,1,407,5,32
10,23,right,male,2,61,T.bmp,,常人,Good,No,m,,,,m,1,885,7,48
10,23,right,male,2,62,S.bmp,,常人,Bad,No,m,,,,m,1,505,3,16
10,23,right,male,2,63,S.bmp,,坏人,Bad,Yes,k,,,,k,1,822,5,32
10,23,right,male,2,64,S.bmp,,好人,Bad,No,m,,,,m,1,428,3,16
10,23,right,male,2,65,C.bmp,,常人,Normal,Yes,k,,,,k,1,480,13,96
10,23,right,male,2,66,T.bmp,,坏人,Good,No,m,,,,m,1,412,7,48
10,23,right,male,2,67,T.bmp,,好人,Good,Yes,k,,,,m,0,498,9,64
10,23,right,male,2,68,C.bmp,,坏人,Normal,No,m,,,,m,1,464,11,80
10,23,right,male,2,69,T.bmp,,好人,Good,Yes,k,,,,k,1,369,9,64
10,23,right,male,2,70,S.bmp,,坏人,Bad,Yes,k,,,,k,1,571,5,32
10,23,right,male,2,71,C.bmp,,好人,Normal,No,m,,,,m,1,561,11,80
10,23,right,male,2,72,C.bmp,,常人,Normal,Yes,k,,,,k,1,341,13,96
10,23,right,male,2,73,C.bmp,,常人,Normal,Yes,k,,,,k,1,449,13,96
10,23,right,male,2,74,T.bmp,,好人,Good,Yes,k,,,,k,1,355,9,64
10,23,right,male,2,75,T.bmp,,好人,Good,Yes,k,,,,k,1,333,9,64
10,23,right,male,2,76,S.bmp,,坏人,Bad,Yes,k,,,,k,1,389,5,32
10,23,right,male,2,77,C.bmp,,好人,Normal,No,m,,,,m,1,378,11,80
10,23,right,male,2,78,T.bmp,,常人,Good,No,m,,,,m,1,774,7,48
10,23,right,male,2,79,S.bmp,,好人,Bad,No,m,,,,m,1,444,3,16
10,23,right,male,2,80,C.bmp,,常人,Normal,Yes,k,,,,k,1,794,13,96
10,23,right,male,2,81,C.bmp,,坏人,Normal,No,m,,,,m,1,472,11,80
10,23,right,male,2,82,S.bmp,,常人,Bad,No,m,,,,m,1,418,3,16
10,23,right,male,2,83,S.bmp,,坏人,Bad,Yes,k,,,,k,1,592,5,32
10,23,right,male,2,84,T.bmp,,坏人,Good,No,m,,,,m,1,400,7,48
10,23,right,male,2,85,T.bmp,,好人,Good,Yes,k,,,,k,1,748,9,64
10,23,right,male,2,86,C.bmp,,坏人,Normal,No,m,,,,m,1,454,11,80
10,23,right,male,2,87,T.bmp,,坏人,Good,No,m,,,,k,0,741,7,48
10,23,right,male,2,88,T.bmp,,好人,Good,Yes,k,,,,k,1,455,9,64
10,23,right,male,2,89,S.bmp,,常人,Bad,No,m,,,,m,1,629,3,16
10,23,right,male,2,90,C.bmp,,好人,Normal,No,m,,,,m,1,567,11,80
10,23,right,male,2,91,S.bmp,,坏人,Bad,Yes,k,,,,k,1,462,5,32
10,23,right,male,2,92,S.bmp,,好人,Bad,No,m,,,,m,1,622,3,16
10,23,right,male,2,93,C.bmp,,常人,Normal,Yes,k,,,,k,1,396,13,96
10,23,right,male,2,94,S.bmp,,坏人,Bad,Yes,k,,,,k,1,1006,5,32
10,23,right,male,2,95,T.bmp,,常人,Good,No,m,,,,m,1,492,7,48
10,23,right,male,2,96,C.bmp,,常人,Normal,Yes,k,,,,k,1,306,13,96
10,23,right,male,2,97,T.bmp,,坏人,Good,No,m,,,,m,1,398,7,48
10,23,right,male,2,98,C.bmp,,常人,Normal,Yes,k,,,,k,1,456,13,96
10,23,right,male,2,99,C.bmp,,常人,Normal,Yes,k,,,,k,1,464,13,96
10,23,right,male,2,100,S.bmp,,常人,Bad,No,m,,,,m,1,426,3,16
10,23,right,male,2,101,S.bmp,,好人,Bad,No,m,,,,m,1,504,3,16
10,23,right,male,2,102,T.bmp,,好人,Good,Yes,k,,,,k,1,400,9,64
10,23,right,male,2,103,T.bmp,,好人,Good,Yes,k,,,,k,1,488,9,64
10,23,right,male,2,104,T.bmp,,常人,Good,No,m,,,,m,1,403,7,48
10,23,right,male,2,105,C.bmp,,好人,Normal,No,m,,,,m,1,864,11,80
10,23,right,male,2,106,S.bmp,,坏人,Bad,Yes,k,,,,k,1,672,5,32
10,23,right,male,2,107,S.bmp,,坏人,Bad,Yes,k,,,,k,1,536,5,32
10,23,right,male,2,108,C.bmp,,坏人,Normal,No,m,,,,m,1,504,11,80
10,23,right,male,2,109,C.bmp,,常人,Normal,Yes,k,,,,k,1,886,13,96
10,23,right,male,2,110,S.bmp,,常人,Bad,No,m,,,,m,1,404,3,16
10,23,right,male,2,111,T.bmp,,常人,Good,No,m,,,,m,1,402,7,48
10,23,right,male,2,112,S.bmp,,坏人,Bad,Yes,k,,,,k,1,424,5,32
10,23,right,male,2,113,S.bmp,,坏人,Bad,Yes,k,,,,k,1,448,5,32
10,23,right,male,2,114,T.bmp,,好人,Good,Yes,k,,,,m,0,430,9,64
10,23,right,male,2,115,C.bmp,,好人,Normal,No,m,,,,m,1,568,11,80
10,23,right,male,2,116,C.bmp,,常人,Normal,Yes,k,,,,k,1,450,13,96
10,23,right,male,2,117,S.bmp,,好人,Bad,No,m,,,,m,1,526,3,16
10,23,right,male,2,118,T.bmp,,好人,Good,Yes,k,,,,k,1,336,9,64
10,23,right,male,2,119,C.bmp,,坏人,Normal,No,m,,,,m,1,440,11,80
10,23,right,male,2,120,T.bmp,,坏人,Good,No,m,,,,m,1,433,7,48
10,23,right,male,3,1,T.bmp,,常人,Good,No,m,,,,m,1,424,7,48
10,23,right,male,3,2,T.bmp,,好人,Good,Yes,k,,,,k,1,342,9,64
10,23,right,male,3,3,S.bmp,,坏人,Bad,Yes,k,,,,k,1,590,5,32
10,23,right,male,3,4,S.bmp,,坏人,Bad,Yes,k,,,,k,1,426,5,32
10,23,right,male,3,5,C.bmp,,好人,Normal,No,m,,,,m,1,450,11,80
10,23,right,male,3,6,C.bmp,,常人,Normal,Yes,k,,,,k,1,376,13,96
10,23,right,male,3,7,T.bmp,,好人,Good,Yes,k,,,,k,1,454,9,64
10,23,right,male,3,8,C.bmp,,常人,Normal,Yes,k,,,,k,1,385,13,96
