dataset,expID,subjID,session,gender,age,edu,faEdu,moEdu,faOccu,moOccu,famIncome,subjSES,justsens_1,justsens_2,justsens_3,justsens_4,justsens_5,justsens_6,justsens_7,justsens_8,Intuitest_1,Intuitest_2,Intuitest_3,IRI_cn_1,IRI_cn_2,IRI_cn_3,IRI_cn_4,IRI_cn_5,IRI_cn_6,IRI_cn_7,IRI_cn_8,IRI_cn_9,IRI_cn_10,IRI_cn_11,IRI_cn_12,IRI_cn_13,IRI_cn_14,Relat_SE_1,Relat_SE_2,Relat_SE_3,Relat_SE_4,Relat_SE_5,Relat_SE_6,Relat_SE_7,Relat_SE_8,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,disgust_8,disgust_9,disgust_10,disgust_11,disgust_12,disgust_13,disgust_14,disgust_15,disgust_16,disgust_17,disgust_18,disgust_19,disgust_20,disgust_21,disgust_22,disgust_23,disgust_24,disgust_25,disgust_26,disgust_27,disgust_28,disgust_29,disgust_30,BelievJust_1,BelievJust_2,BelievJust_3,BelievJust_4,BelievJust_5,BelievJust_6,BelievJust_7,BelievJust_8,BelievJust_9,BelievJust_10,BelievJust_11,BelievJust_12,BelievJust_13,dist_prac1,dist_prac2,GoodNeut_4,GoodBad_1,SelfNeut_1,SelfSelf,SelfBad_1,SelfStra_1,NeutBad_1,GoodBad_2,SelfGood_1,SelfBad_2,GoodNeut_1,SelfGood_2,NeutBad_2,SelfStra_2,SelfNeut_2,GoodNeut_2,GoodBad_3,GoodBad_4,NeutBad_3,SelfGood_3,SelfStra_3,NeutBad_4,SelfNeut_3,SelfBad_3,SelfBad_4,SelfGood_4,GoodNeut_3,SelfNeut_4,SelfStra_4,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,MLOC1,MLOC2,MLOC3,MLOC4,MLOC5,MLOC6,MLOC7,MLOC8,MLOC9,MLOC10,MLOC11,MLOC12,MLOC13,MLOC14,MLOC15,MLOC16,MLOC17,MLOC18,MLOC19,MLOC20,MLOC21,MLOC22,MLOC23,MLOC24,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,SES1,SES2,SES3,SES4,SES5,SES6,SES7,SES8,SES9,SES10,morId_16,morSlfImg_1,morSlfImg_2,morSlfImg_3,morSlfImg_4,morSlfImg_5,morSlfImg_6,morSlfImg_7,morSlfImg_8,morSlfImg_9,morId_1,morId_2,morId_3,morId_4,morId_5,morId_6,morId_7,morId_8,morId_9,morId_10,morId_11,morId_12,morId_13,morId_14,morId_15
4,exp4.1,4113,1,1,19,5,5,6,5,4,4000,8,4,4,3,1,2,4,3,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,3,2,3,3,1,3,3,2,2,2,2,3,2,3,2,1,3,3,4,3,2,3,4,2,4,5,5,5,4,4,4,4,4,5,5,3,4,4,41,62,39,41,60,4,65,0,38,41,28,54,35,27,63,0,65,34,43,44,59,22,0,51,61,43,43,25,38,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4115,1,2,19,5,5,5,4,4,10000,7,3,3,1,2,3,3,4,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,1,2,1,2,4,1,4,4,4,3,3,3,3,2,2,3,4,4,4,4,4,3,4,4,2,4,4,4,4,4,3,4,4,3,4,3,2,3,4,100,65,49,99,3,0,35,0,50,100,34,32,54,34,47,0,4,47,99,99,52,32,0,51,6,64,63,34,51,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4116,1,2,19,5,4,5,5,5,13000,6,2,2,1,2,1,1,3,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,3,2,1,1,2,1,4,4,2,2,3,4,3,2,1,3,3,4,2,4,3,4,3,4,1,4,5,5,5,5,4,4,3,4,5,3,3,3,4,64,43,18,21,3,16,27,0,16,20,34,28,38,26,15,0,7,51,58,56,25,31,0,25,6,16,16,34,13,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4117,1,1,21,5,4,4,4,4,1200,5,4,4,2,2,2,4,4,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,2,3,1,1,2,1,3,3,4,3,3,3,4,1,1,3,3,4,3,4,2,2,3,4,2,2,5,5,5,5,5,5,4,5,4,4,5,2,3,50,20,10,60,15,20,50,0,30,50,20,25,15,15,20,0,15,20,50,50,20,20,0,20,15,20,30,20,15,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4118,1,1,19,5,4,5,5,4,80000,7,4,1,1,1,3,1,4,4,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,2,2,1,4,1,3,1,2,2,4,2,3,2,2,1,3,3,4,4,2,3,4,4,2,4,4,5,5,5,5,5,5,6,4,6,5,3,5,50,90,50,50,71,30,90,0,50,50,23,90,50,20,50,0,70,50,50,50,50,20,0,50,60,90,90,20,50,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4119,1,1,18,5,4,7,5,5,4000,6,2,0,1,2,2,1,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,2,2,2,3,2,3,1,2,3,3,3,3,1,1,2,2,3,3,2,2,1,2,4,1,4,4,5,4,4,5,5,5,4,5,5,4,5,5,50,90,10,50,3,16,90,0,90,50,10,90,10,10,90,0,7,10,50,50,90,10,0,90,10,90,90,10,10,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4120,1,2,17,5,5,5,5,4,2500,7,5,3,2,1,3,1,1,1,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,1,4,1,2,3,1,3,4,4,4,3,3,4,2,3,2,2,4,2,3,3,3,1,4,3,4,5,5,4,3,2,2,2,2,2,3,3,2,1,50,50,68,50,81,68,58,0,9,76,16,53,43,31,15,0,67,37,17,70,10,35,0,65,67,22,25,26,27,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4121,1,1,19,5,5,5,4,4,7000,8,4,4,3,2,2,1,5,3,0.1,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,1,2,3,1,2,1,4,2,3,3,4,4,4,2,1,2,2,4,3,4,2,3,4,4,1,4,5,5,4,5,6,5,5,4,3,5,2,5,5,59,35,29,59,21,19,35,0,11,72,16,17,12,17,74,0,23,29,80,72,51,18,0,66,24,45,52,27,32,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4122,1,2,20,5,7,5,5,5,10000,7,3,3,3,3,3,4,5,5,0.05,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,1,3,1,2,3,1,3,4,4,3,4,4,4,3,2,2,2,2,3,4,4,2,4,4,2,4,4,4,4,3,3,4,4,4,4,5,5,4,4,10,5,5,10,81,68,5,0,5,10,5,5,5,5,5,0,67,5,10,10,5,5,0,5,0,5,5,5,5,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4123,1,1,20,5,5,5,4,1,50000,7,3,3,4,4,4,3,4,4,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,4,4,4,5,4,5,5,4,5,4,5,5,5,63,64,63,69,65,72,72,0,70,72,71,72,71,74,72,0,74,76,63,66,71,70,0,73,68,75,71,75,73,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4124,1,1,22,5,5,4,5,1,7000,8,2,2,1,1,1,2,3,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,2,4,1,2,4,1,4,4,3,2,4,4,4,2,4,2,3,3,4,3,2,2,4,3,2,4,6,4,4,2,3,4,4,4,3,5,5,4,4,60,60,45,60,17,68,60,0,18,60,22,60,36,23,19,0,16,31,60,60,19,23,0,19,15,31,31,26,24,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4125,1,1,20,5,5,4,4,4,8000,6,4,4,2,2,2,2,4,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,2,2,1,1,1,1,4,3,2,4,4,4,4,2,2,2,2,4,4,4,2,2,4,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,90,90,50,90,0,72,91,0,50,100,29,70,25,23,65,0,6,29,63,66,71,70,0,73,68,75,71,75,73,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4126,1,2,19,5,5,6,4,4,3000,5,5,5,1,1,1,3,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,3,1,2,1,1,4,1,1,4,2,2,4,4,4,3,2,4,4,3,4,4,4,2,4,3,3,3,2,5,5,5,4,5,3,5,5,5,5,4,5,22,99,20,99,50,6,99,0,50,100,20,99,43,20,51,0,51,30,99,99,50,21,0,50,35,99,99,20,34,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4127,1,2,19,5,5,5,5,5,3000,7,2,3,2,2,2,2,4,4,0.1,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,3,1,2,4,1,4,4,2,4,4,4,4,3,2,1,3,4,4,3,3,1,3,4,2,4,5,5,4,5,5,5,5,5,5,5,3,5,4,68,86,34,67,51,15,86,0,49,67,73,35,53,26,54,0,54,56,78,79,56,35,0,75,55,68,68,31,53,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4128,1,1,19,5,4,4,5,4,6000,6,5,5,5,5,5,4,5,5,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,1,4,1,2,3,1,4,3,2,3,3,4,4,2,3,3,4,3,3,4,3,3,1,4,2,4,2,3,5,4,2,4,2,3,5,3,3,3,3,30,30,20,90,20,20,20,0,30,30,20,20,25,20,13,0,30,30,30,38,15,20,0,30,25,20,30,20,13,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4129,1,2,19,5,5,1,3,1,3000,4,1,1,1,2,5,4,4,4,0.05,100,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,2,4,2,3,3,1,3,4,2,2,4,4,4,2,3,1,1,3,4,4,4,1,3,4,1,4,2,4,4,4,4,4,4,4,3,6,4,3,5,50,68,13,50,7,20,67,0,75,50,30,15,15,30,75,0,7,15,50,50,75,30,0,75,7,67,67,30,15,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4130,1,2,18,5,5,4,5,5,6000,7,4,5,4,4,2,3,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,4,1,1,4,1,4,4,4,4,3,2,4,2,3,3,3,4,3,4,2,2,2,4,2,4,4,3,4,4,2,3,3,5,4,6,6,3,4,80,100,30,81,23,15,68,0,61,86,10,86,36,10,60,0,10,21,80,80,61,10,0,61,10,70,70,10,20,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.1,4131,1,2,19,5,3,2,2,2,5000,3,4,4,2,1,1,3,4,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,1,3,1,2,3,1,3,3,3,4,3,4,4,3,1,3,2,3,2,3,4,3,3,3,1,3,5,5,5,5,4,4,3,2,4,3,3,2,3,20,73,20,21,6,11,83,0,64,28,49,77,24,53,67,0,6,31,21,67,64,66,0,20,15,68,87,34,20,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
