Subject,BlockNo,TrialNo,Valence,Matchness,ACC,RT,Identity,ExpNo,Self_ref
1001,1,1,2,1,1,495,NA,Exp1a,None
1001,1,2,2,1,0,991,NA,Exp1a,None
1001,1,5,2,0,0,704,NA,Exp1a,None
1001,1,8,1,1,1,1016,NA,Exp1a,None
1001,1,12,0,0,1,865,NA,Exp1a,None
1001,1,13,0,1,1,1049,NA,Exp1a,None
1001,1,14,1,1,0,817,NA,Exp1a,None
1001,1,15,0,1,1,865,NA,Exp1a,None
1001,1,16,2,0,1,1065,NA,Exp1a,None
1001,1,19,1,1,1,953,NA,Exp1a,None
1001,1,20,0,0,1,937,NA,Exp1a,None
1001,1,22,2,0,0,775,NA,Exp1a,None
1001,1,26,0,1,1,584,NA,Exp1a,None
1001,1,28,0,0,0,856,NA,Exp1a,None
1001,1,29,1,0,1,792,NA,Exp1a,None
1001,1,30,1,1,1,1008,NA,Exp1a,None
1001,1,32,0,1,1,633,NA,Exp1a,None
1001,1,33,0,0,1,913,NA,Exp1a,None
1001,1,34,2,1,0,1033,NA,Exp1a,None
1001,1,35,1,1,1,993,NA,Exp1a,None
1001,1,36,2,0,1,929,NA,Exp1a,None
1001,1,38,1,1,1,866,NA,Exp1a,None
1001,1,39,2,1,0,762,NA,Exp1a,None
1001,1,40,1,0,0,730,NA,Exp1a,None
1001,1,42,1,0,1,1010,NA,Exp1a,None
1001,1,43,2,0,1,1098,NA,Exp1a,None
1001,1,45,0,1,1,592,NA,Exp1a,None
1001,1,46,2,0,1,865,NA,Exp1a,None
1001,1,47,0,1,1,648,NA,Exp1a,None
1001,1,48,0,0,1,776,NA,Exp1a,None
1001,1,49,1,1,0,880,NA,Exp1a,None
1001,1,50,2,1,0,888,NA,Exp1a,None
1001,1,51,0,0,0,777,NA,Exp1a,None
1001,1,52,0,1,1,641,NA,Exp1a,None
1001,1,55,2,0,1,841,NA,Exp1a,None
1001,1,56,1,0,0,1097,NA,Exp1a,None
1001,1,57,1,1,0,617,NA,Exp1a,None
1001,1,59,0,1,1,546,NA,Exp1a,None
1001,1,60,1,0,1,866,NA,Exp1a,None
1001,2,1,2,0,0,697,NA,Exp1a,None
1001,2,2,0,0,1,993,NA,Exp1a,None
1001,2,3,0,1,1,945,NA,Exp1a,None
1001,2,5,1,0,0,831,NA,Exp1a,None
1001,2,6,0,0,1,896,NA,Exp1a,None
1001,2,8,1,1,1,672,NA,Exp1a,None
1001,2,9,0,1,1,720,NA,Exp1a,None
1001,2,10,2,1,0,888,NA,Exp1a,None
1001,2,11,2,1,0,815,NA,Exp1a,None
1001,2,13,2,1,1,976,NA,Exp1a,None
1001,2,14,1,0,1,752,NA,Exp1a,None
1001,2,15,1,0,1,864,NA,Exp1a,None
1001,2,16,2,1,1,784,NA,Exp1a,None
1001,2,17,2,0,1,1024,NA,Exp1a,None
1001,2,18,2,0,1,840,NA,Exp1a,None
1001,2,19,0,1,1,761,NA,Exp1a,None
1001,2,20,0,1,1,594,NA,Exp1a,None
1001,2,21,0,0,0,811,NA,Exp1a,None
1001,2,22,0,0,0,659,NA,Exp1a,None
1001,2,23,1,1,0,619,NA,Exp1a,None
1001,2,25,0,0,0,731,NA,Exp1a,None
1001,2,26,0,1,1,676,NA,Exp1a,None
1001,2,27,2,1,0,780,NA,Exp1a,None
1001,2,29,2,0,1,724,NA,Exp1a,None
1001,2,30,0,0,1,836,NA,Exp1a,None
1001,2,31,0,1,1,716,NA,Exp1a,None
1001,2,32,2,1,1,980,NA,Exp1a,None
1001,2,33,2,0,1,821,NA,Exp1a,None
1001,2,34,1,1,0,1061,NA,Exp1a,None
1001,2,36,1,1,1,429,NA,Exp1a,None
1001,2,37,2,1,0,621,NA,Exp1a,None
1001,2,39,0,0,0,467,NA,Exp1a,None
1001,2,41,0,1,1,427,NA,Exp1a,None
1001,2,42,1,0,1,643,NA,Exp1a,None
1001,2,43,0,1,1,611,NA,Exp1a,None
1001,2,44,2,0,0,915,NA,Exp1a,None
1001,2,46,2,1,0,772,NA,Exp1a,None
1001,2,48,2,0,1,724,NA,Exp1a,None
1001,2,49,1,1,0,628,NA,Exp1a,None
1001,2,51,2,0,0,788,NA,Exp1a,None
1001,2,52,1,1,0,708,NA,Exp1a,None
1001,2,54,2,1,0,709,NA,Exp1a,None
1001,2,55,0,0,1,965,NA,Exp1a,None
1001,2,56,0,1,1,509,NA,Exp1a,None
1001,2,57,1,0,0,717,NA,Exp1a,None
1001,2,59,2,0,1,901,NA,Exp1a,None
1001,2,60,0,1,1,870,NA,Exp1a,None
1001,3,2,0,1,1,641,NA,Exp1a,None
1001,3,3,0,0,1,984,NA,Exp1a,None
1001,3,4,2,0,1,792,NA,Exp1a,None
1001,3,7,1,0,0,832,NA,Exp1a,None
1001,3,8,0,0,0,1065,NA,Exp1a,None
1001,3,10,2,0,1,1009,NA,Exp1a,None
1001,3,11,0,1,1,561,NA,Exp1a,None
1001,3,12,1,1,1,897,NA,Exp1a,None
1001,3,13,2,1,1,865,NA,Exp1a,None
1001,3,15,1,0,1,642,NA,Exp1a,None
1001,3,16,0,0,1,858,NA,Exp1a,None
1001,3,17,0,0,1,754,NA,Exp1a,None
1001,3,18,0,1,1,738,NA,Exp1a,None
1001,3,19,2,0,1,746,NA,Exp1a,None
1001,3,20,0,1,1,602,NA,Exp1a,None
1001,3,21,1,0,0,643,NA,Exp1a,None
1001,3,22,1,1,0,859,NA,Exp1a,None
1001,3,23,1,1,1,931,NA,Exp1a,None
1001,3,24,2,1,0,899,NA,Exp1a,None
1001,3,25,0,0,0,643,NA,Exp1a,None
1001,3,26,0,0,1,875,NA,Exp1a,None
1001,3,27,0,1,1,708,NA,Exp1a,None
1001,3,28,1,0,1,692,NA,Exp1a,None
1001,3,30,2,0,1,748,NA,Exp1a,None
1001,3,32,1,0,0,1028,NA,Exp1a,None
1001,3,33,2,1,1,804,NA,Exp1a,None
1001,3,34,2,1,0,620,NA,Exp1a,None
1001,3,35,2,0,1,820,NA,Exp1a,None
1001,3,36,0,1,1,436,NA,Exp1a,None
1001,3,37,2,1,1,1004,NA,Exp1a,None
1001,3,38,0,0,1,948,NA,Exp1a,None
1001,3,39,1,1,1,780,NA,Exp1a,None
1001,3,40,2,0,1,660,NA,Exp1a,None
1001,3,41,2,0,1,757,NA,Exp1a,None
1001,3,42,0,0,1,885,NA,Exp1a,None
1001,3,43,2,1,1,1093,NA,Exp1a,None
1001,3,44,1,0,1,821,NA,Exp1a,None
1001,3,45,1,0,0,549,NA,Exp1a,None
1001,3,46,0,1,1,469,NA,Exp1a,None
1001,3,47,1,1,0,886,NA,Exp1a,None
1001,3,48,0,1,1,478,NA,Exp1a,None
1001,3,49,2,0,1,726,NA,Exp1a,None
1001,3,50,2,1,1,838,NA,Exp1a,None
1001,3,51,1,1,1,1054,NA,Exp1a,None
1001,3,52,0,1,1,502,NA,Exp1a,None
1001,3,53,2,1,1,854,NA,Exp1a,None
1001,3,54,0,0,1,871,NA,Exp1a,None
1001,3,56,1,0,1,855,NA,Exp1a,None
1001,3,57,0,1,1,743,NA,Exp1a,None
1001,3,58,2,0,1,1079,NA,Exp1a,None
1001,3,59,1,1,1,919,NA,Exp1a,None
1001,3,60,0,0,1,623,NA,Exp1a,None
1001,4,1,2,1,0,618,NA,Exp1a,None
1001,4,2,0,0,0,731,NA,Exp1a,None
1001,4,3,1,1,1,1004,NA,Exp1a,None
1001,4,4,1,1,1,732,NA,Exp1a,None
1001,4,5,0,1,1,524,NA,Exp1a,None
1001,4,6,1,0,0,492,NA,Exp1a,None
1001,4,7,2,0,0,972,NA,Exp1a,None
1001,4,8,2,1,1,981,NA,Exp1a,None
1001,4,9,0,1,1,581,NA,Exp1a,None
1001,4,10,2,0,1,781,NA,Exp1a,None
1001,4,11,1,0,0,717,NA,Exp1a,None
1001,4,12,0,0,0,1021,NA,Exp1a,None
1001,4,13,0,1,1,469,NA,Exp1a,None
1001,4,14,2,0,1,909,NA,Exp1a,None
1001,4,15,1,1,1,1014,NA,Exp1a,None
1001,4,16,1,0,1,974,NA,Exp1a,None
1001,4,17,0,1,1,574,NA,Exp1a,None
1001,4,18,0,0,1,902,NA,Exp1a,None
1001,4,19,2,1,1,806,NA,Exp1a,None
1001,4,20,1,0,1,774,NA,Exp1a,None
1001,4,21,2,0,0,918,NA,Exp1a,None
1001,4,22,0,0,0,520,NA,Exp1a,None
1001,4,23,2,1,1,745,NA,Exp1a,None
1001,4,24,1,1,0,897,NA,Exp1a,None
1001,4,25,0,0,1,801,NA,Exp1a,None
1001,4,26,2,0,0,800,NA,Exp1a,None
1001,4,27,0,0,1,1096,NA,Exp1a,None
1001,4,28,1,1,1,889,NA,Exp1a,None
1001,4,29,0,1,1,769,NA,Exp1a,None
1001,4,31,1,1,1,697,NA,Exp1a,None
1001,4,32,2,0,1,849,NA,Exp1a,None
1001,4,33,2,1,0,969,NA,Exp1a,None
1001,4,34,1,0,1,801,NA,Exp1a,None
1001,4,35,0,1,1,554,NA,Exp1a,None
1001,4,36,1,0,0,770,NA,Exp1a,None
1001,4,38,1,0,0,618,NA,Exp1a,None
1001,4,39,1,1,1,970,NA,Exp1a,None
1001,4,40,0,1,1,474,NA,Exp1a,None
1001,4,41,2,1,1,754,NA,Exp1a,None
1001,4,42,2,0,1,740,NA,Exp1a,None
1001,4,43,0,1,1,541,NA,Exp1a,None
1001,4,44,1,1,0,709,NA,Exp1a,None
1001,4,45,1,0,1,837,NA,Exp1a,None
1001,4,46,0,0,0,997,NA,Exp1a,None
1001,4,48,0,0,1,734,NA,Exp1a,None
1001,4,50,0,1,1,542,NA,Exp1a,None
1001,4,51,2,1,1,934,NA,Exp1a,None
1001,4,52,2,0,1,758,NA,Exp1a,None
1001,4,53,0,0,1,710,NA,Exp1a,None
1001,4,54,2,0,0,958,NA,Exp1a,None
1001,4,55,0,0,1,1039,NA,Exp1a,None
1001,4,56,1,1,1,926,NA,Exp1a,None
1001,4,57,1,1,0,630,NA,Exp1a,None
1001,4,58,0,1,1,622,NA,Exp1a,None
1001,4,59,1,0,1,774,NA,Exp1a,None
1001,4,60,2,1,1,1022,NA,Exp1a,None
1001,5,1,2,0,1,679,NA,Exp1a,None
1001,5,2,0,0,1,736,NA,Exp1a,None
1001,5,3,1,0,1,752,NA,Exp1a,None
1001,5,4,1,1,1,864,NA,Exp1a,None
1001,5,5,0,0,1,848,NA,Exp1a,None
1001,5,6,0,1,1,672,NA,Exp1a,None
1001,5,7,2,0,1,832,NA,Exp1a,None
1001,5,8,1,1,1,888,NA,Exp1a,None
1001,5,9,1,0,1,641,NA,Exp1a,None
1001,5,10,2,1,1,753,NA,Exp1a,None
1001,5,11,0,1,1,641,NA,Exp1a,None
1001,5,12,2,1,1,625,NA,Exp1a,None
1001,5,13,2,1,0,721,NA,Exp1a,None
1001,5,16,0,0,1,778,NA,Exp1a,None
1001,5,17,1,1,1,594,NA,Exp1a,None
1001,5,18,0,0,1,602,NA,Exp1a,None
1001,5,19,1,0,0,818,NA,Exp1a,None
1001,5,20,0,1,1,641,NA,Exp1a,None
1001,5,21,1,1,1,1001,NA,Exp1a,None
1001,5,22,2,1,0,602,NA,Exp1a,None
1001,5,23,0,1,1,562,NA,Exp1a,None
1001,5,24,2,0,1,826,NA,Exp1a,None
1001,5,25,0,1,1,778,NA,Exp1a,None
1001,5,26,0,1,1,642,NA,Exp1a,None
1001,5,27,2,0,1,722,NA,Exp1a,None
1001,5,28,1,1,1,770,NA,Exp1a,None
1001,5,29,1,0,1,675,NA,Exp1a,None
1001,5,30,1,1,1,707,NA,Exp1a,None
1001,5,31,0,0,1,747,NA,Exp1a,None
1001,5,32,2,0,0,851,NA,Exp1a,None
1001,5,33,2,1,1,603,NA,Exp1a,None
1001,5,34,0,0,1,835,NA,Exp1a,None
1001,5,35,1,0,0,604,NA,Exp1a,None
1001,5,36,2,1,0,845,NA,Exp1a,None
1001,5,37,2,1,1,630,NA,Exp1a,None
1001,5,38,0,0,1,670,NA,Exp1a,None
1001,5,39,1,1,1,662,NA,Exp1a,None
1001,5,40,2,0,1,694,NA,Exp1a,None
1001,5,41,0,0,1,782,NA,Exp1a,None
1001,5,42,1,0,0,615,NA,Exp1a,None
1001,5,43,0,1,1,551,NA,Exp1a,None
1001,5,44,2,1,1,855,NA,Exp1a,None
1001,5,45,0,1,1,775,NA,Exp1a,None
1001,5,46,1,1,1,871,NA,Exp1a,None
1001,5,47,1,0,1,823,NA,Exp1a,None
1001,5,48,2,0,1,1031,NA,Exp1a,None
1001,5,49,1,1,1,736,NA,Exp1a,None
1001,5,50,0,0,1,719,NA,Exp1a,None
1001,5,51,2,0,0,503,NA,Exp1a,None
1001,5,52,0,1,1,495,NA,Exp1a,None
1001,5,53,1,0,1,735,NA,Exp1a,None
1001,5,54,2,1,1,607,NA,Exp1a,None
1001,5,55,2,0,1,800,NA,Exp1a,None
1001,5,56,0,1,1,441,NA,Exp1a,None
1001,5,57,2,1,1,850,NA,Exp1a,None
1001,5,58,0,0,1,874,NA,Exp1a,None
1001,5,59,1,0,0,914,NA,Exp1a,None
1001,5,60,1,1,1,706,NA,Exp1a,None
1001,6,2,1,0,1,834,NA,Exp1a,None
1001,6,3,0,0,1,954,NA,Exp1a,None
1001,6,4,1,0,1,922,NA,Exp1a,None
1001,6,5,0,0,1,770,NA,Exp1a,None
1001,6,6,0,1,0,642,NA,Exp1a,None
1001,6,7,2,0,1,866,NA,Exp1a,None
1001,6,8,1,1,1,834,NA,Exp1a,None
1001,6,9,1,1,1,555,NA,Exp1a,None
1001,6,10,0,1,1,675,NA,Exp1a,None
1001,6,11,2,1,1,651,NA,Exp1a,None
1001,6,12,2,1,0,899,NA,Exp1a,None
1001,6,13,2,0,1,754,NA,Exp1a,None
1001,6,14,2,1,1,786,NA,Exp1a,None
1001,6,15,0,1,1,578,NA,Exp1a,None
1001,6,16,2,1,1,707,NA,Exp1a,None
1001,6,17,0,1,1,691,NA,Exp1a,None
1001,6,18,1,0,1,747,NA,Exp1a,None
1001,6,19,0,0,1,1059,NA,Exp1a,None
1001,6,21,1,1,1,683,NA,Exp1a,None
1001,6,22,1,1,1,444,NA,Exp1a,None
1001,6,23,0,0,1,660,NA,Exp1a,None
1001,6,24,2,0,1,676,NA,Exp1a,None
1001,6,25,2,0,0,796,NA,Exp1a,None
1001,6,26,0,0,0,748,NA,Exp1a,None
1001,6,27,1,0,1,1004,NA,Exp1a,None
1001,6,28,2,0,1,756,NA,Exp1a,None
1001,6,29,2,1,1,933,NA,Exp1a,None
1001,6,30,0,1,1,685,NA,Exp1a,None
1001,6,31,0,0,1,1085,NA,Exp1a,None
1001,6,32,1,0,1,773,NA,Exp1a,None
1001,6,33,2,1,1,813,NA,Exp1a,None
1001,6,34,0,1,1,645,NA,Exp1a,None
1001,6,35,1,1,0,797,NA,Exp1a,None
1001,6,36,1,1,1,606,NA,Exp1a,None
1001,6,37,1,0,1,822,NA,Exp1a,None
1001,6,38,1,1,1,1078,NA,Exp1a,None
1001,6,39,2,1,1,958,NA,Exp1a,None
1001,6,40,0,0,1,694,NA,Exp1a,None
1001,6,41,0,1,1,694,NA,Exp1a,None
1001,6,42,2,0,1,1054,NA,Exp1a,None
1001,6,43,2,0,1,719,NA,Exp1a,None
1001,6,44,1,1,1,630,NA,Exp1a,None
1001,6,45,0,1,1,718,NA,Exp1a,None
1001,6,46,1,0,1,846,NA,Exp1a,None
1001,6,47,0,0,1,718,NA,Exp1a,None
1001,6,48,2,1,0,702,NA,Exp1a,None
1001,6,49,1,0,0,679,NA,Exp1a,None
1001,6,50,2,0,1,887,NA,Exp1a,None
1001,6,51,2,0,1,951,NA,Exp1a,None
1001,6,52,1,1,1,639,NA,Exp1a,None
1001,6,53,0,1,1,543,NA,Exp1a,None
1001,6,54,1,1,1,1063,NA,Exp1a,None
1001,6,55,1,0,1,592,NA,Exp1a,None
1001,6,56,2,1,1,704,NA,Exp1a,None
1001,6,57,2,1,1,576,NA,Exp1a,None
1001,6,58,0,1,1,616,NA,Exp1a,None
1001,6,59,0,0,1,808,NA,Exp1a,None
1001,6,60,0,0,0,656,NA,Exp1a,None
1002,1,1,0,0,1,792,NA,Exp1a,None
1002,1,2,1,0,0,1056,NA,Exp1a,None
1002,1,3,2,0,1,872,NA,Exp1a,None
1002,1,4,1,1,0,937,NA,Exp1a,None
1002,1,5,1,0,0,785,NA,Exp1a,None
1002,1,6,2,1,0,881,NA,Exp1a,None
1002,1,7,0,1,1,929,NA,Exp1a,None
1002,1,8,2,1,0,753,NA,Exp1a,None
1002,1,9,0,1,1,905,NA,Exp1a,None
1002,1,10,1,1,0,922,NA,Exp1a,None
1002,1,13,1,0,1,938,NA,Exp1a,None
1002,1,16,0,1,1,882,NA,Exp1a,None
1002,1,17,2,0,1,827,NA,Exp1a,None
1002,1,18,1,0,1,1043,NA,Exp1a,None
1002,1,19,0,1,1,739,NA,Exp1a,None
1002,1,20,1,1,0,755,NA,Exp1a,None
1002,1,21,0,0,1,1003,NA,Exp1a,None
1002,1,22,2,0,1,843,NA,Exp1a,None
1002,1,23,2,1,0,931,NA,Exp1a,None
1002,1,25,1,1,0,708,NA,Exp1a,None
1002,1,26,2,1,0,819,NA,Exp1a,None
1002,1,27,1,1,0,947,NA,Exp1a,None
1002,1,28,2,0,0,835,NA,Exp1a,None
1002,1,29,0,0,1,923,NA,Exp1a,None
1002,1,30,2,1,0,827,NA,Exp1a,None
1002,1,31,1,0,1,836,NA,Exp1a,None
1002,1,32,0,0,1,812,NA,Exp1a,None
1002,1,33,1,0,0,916,NA,Exp1a,None
1002,1,34,2,0,1,956,NA,Exp1a,None
1002,1,35,0,1,1,844,NA,Exp1a,None
1002,1,36,0,1,0,748,NA,Exp1a,None
1002,1,37,0,0,1,852,NA,Exp1a,None
1002,1,38,2,1,1,853,NA,Exp1a,None
1002,1,39,1,1,1,861,NA,Exp1a,None
1002,1,40,2,1,1,805,NA,Exp1a,None
1002,1,41,1,1,1,989,NA,Exp1a,None
1002,1,43,0,0,1,957,NA,Exp1a,None
1002,1,44,2,0,1,933,NA,Exp1a,None
1002,1,46,0,1,1,824,NA,Exp1a,None
1002,1,47,1,0,0,824,NA,Exp1a,None
1002,1,48,1,0,1,896,NA,Exp1a,None
1002,1,49,1,0,1,912,NA,Exp1a,None
1002,1,50,0,1,1,656,NA,Exp1a,None
1002,1,51,2,0,1,857,NA,Exp1a,None
1002,1,52,0,1,1,690,NA,Exp1a,None
1002,1,53,1,1,0,803,NA,Exp1a,None
1002,1,54,0,0,0,819,NA,Exp1a,None
1002,1,55,2,1,1,755,NA,Exp1a,None
1002,1,56,0,0,1,786,NA,Exp1a,None
1002,1,57,1,1,1,826,NA,Exp1a,None
1002,1,59,2,0,1,787,NA,Exp1a,None
1002,1,60,1,0,1,803,NA,Exp1a,None
1002,2,1,2,0,1,652,NA,Exp1a,None
1002,2,2,1,1,0,916,NA,Exp1a,None
1002,2,3,0,0,1,780,NA,Exp1a,None
1002,2,4,1,0,0,676,NA,Exp1a,None
1002,2,5,1,1,1,820,NA,Exp1a,None
1002,2,6,2,1,0,853,NA,Exp1a,None
1002,2,7,0,0,1,933,NA,Exp1a,None
1002,2,8,1,0,1,933,NA,Exp1a,None
1002,2,9,0,1,1,725,NA,Exp1a,None
1002,2,10,2,1,0,893,NA,Exp1a,None
1002,2,11,0,1,1,621,NA,Exp1a,None
1002,2,12,2,0,1,854,NA,Exp1a,None
1002,2,13,2,1,1,1030,NA,Exp1a,None
1002,2,14,1,0,1,958,NA,Exp1a,None
1002,2,15,0,1,1,606,NA,Exp1a,None
1002,2,16,2,1,1,910,NA,Exp1a,None
1002,2,17,1,0,1,846,NA,Exp1a,None
1002,2,18,1,1,0,638,NA,Exp1a,None
1002,2,19,2,0,0,767,NA,Exp1a,None
1002,2,20,0,0,1,902,NA,Exp1a,None
1002,2,21,2,0,1,982,NA,Exp1a,None
1002,2,22,0,0,1,1054,NA,Exp1a,None
1002,2,23,0,1,1,590,NA,Exp1a,None
1002,2,24,1,1,0,806,NA,Exp1a,None
1002,2,27,1,0,0,943,NA,Exp1a,None
1002,2,28,2,1,1,935,NA,Exp1a,None
1002,2,29,0,0,1,1015,NA,Exp1a,None
1002,2,31,0,0,0,983,NA,Exp1a,None
1002,2,33,2,0,1,768,NA,Exp1a,None
1002,2,34,2,0,0,832,NA,Exp1a,None
1002,2,35,0,1,1,808,NA,Exp1a,None
1002,2,36,2,1,1,808,NA,Exp1a,None
1002,2,37,1,1,1,912,NA,Exp1a,None
1002,2,38,0,1,1,784,NA,Exp1a,None
1002,2,39,0,0,0,729,NA,Exp1a,None
1002,2,40,1,1,1,1057,NA,Exp1a,None
1002,2,42,1,0,1,873,NA,Exp1a,None
1002,2,43,2,0,1,977,NA,Exp1a,None
1002,2,44,2,1,1,817,NA,Exp1a,None
1002,2,45,1,0,1,889,NA,Exp1a,None
1002,2,46,0,0,1,858,NA,Exp1a,None
1002,2,47,0,1,1,642,NA,Exp1a,None
1002,2,48,2,1,1,706,NA,Exp1a,None
1002,2,49,1,0,1,729,NA,Exp1a,None
1002,2,50,2,0,1,761,NA,Exp1a,None
1002,2,51,0,1,1,673,NA,Exp1a,None
1002,2,52,1,1,1,817,NA,Exp1a,None
1002,2,53,0,0,1,786,NA,Exp1a,None
1002,2,54,1,0,0,818,NA,Exp1a,None
1002,2,55,2,1,1,770,NA,Exp1a,None
1002,2,56,2,0,1,690,NA,Exp1a,None
1002,2,57,1,1,1,914,NA,Exp1a,None
1002,2,58,2,1,1,810,NA,Exp1a,None
1002,2,59,0,0,1,706,NA,Exp1a,None
1002,2,60,0,1,1,707,NA,Exp1a,None
1002,3,1,2,0,1,806,NA,Exp1a,None
1002,3,2,2,1,1,774,NA,Exp1a,None
1002,3,3,2,1,1,678,NA,Exp1a,None
1002,3,4,1,1,0,806,NA,Exp1a,None
1002,3,5,0,0,1,774,NA,Exp1a,None
1002,3,6,1,1,0,886,NA,Exp1a,None
1002,3,7,1,0,0,719,NA,Exp1a,None
1002,3,8,0,0,1,1015,NA,Exp1a,None
1002,3,9,1,0,1,807,NA,Exp1a,None
1002,3,10,2,0,1,1039,NA,Exp1a,None
1002,3,11,0,1,1,743,NA,Exp1a,None
1002,3,12,0,1,0,886,NA,Exp1a,None
1002,3,13,0,1,1,766,NA,Exp1a,None
1002,3,14,1,0,0,903,NA,Exp1a,None
1002,3,15,0,0,1,871,NA,Exp1a,None
1002,3,16,2,1,1,639,NA,Exp1a,None
1002,3,17,2,0,1,655,NA,Exp1a,None
1002,3,18,2,0,1,847,NA,Exp1a,None
1002,3,19,0,0,1,917,NA,Exp1a,None
1002,3,20,1,1,1,974,NA,Exp1a,None
1002,3,21,1,0,1,966,NA,Exp1a,None
1002,3,22,1,1,1,998,NA,Exp1a,None
1002,3,23,0,1,1,670,NA,Exp1a,None
1002,3,24,2,1,1,558,NA,Exp1a,None
1002,3,25,0,1,0,798,NA,Exp1a,None
1002,3,26,2,0,1,886,NA,Exp1a,None
1002,3,27,0,0,0,775,NA,Exp1a,None
1002,3,28,1,1,1,999,NA,Exp1a,None
1002,3,29,1,0,1,959,NA,Exp1a,None
1002,3,30,2,0,0,727,NA,Exp1a,None
1002,3,31,2,1,1,711,NA,Exp1a,None
1002,3,32,0,1,1,615,NA,Exp1a,None
1002,3,33,1,1,1,895,NA,Exp1a,None
1002,3,34,0,0,0,696,NA,Exp1a,None
1002,3,35,2,1,1,960,NA,Exp1a,None
1002,3,36,1,0,1,848,NA,Exp1a,None
1002,3,37,0,1,1,608,NA,Exp1a,None
1002,3,38,2,1,1,952,NA,Exp1a,None
1002,3,39,1,1,1,712,NA,Exp1a,None
1002,3,40,2,0,1,864,NA,Exp1a,None
1002,3,41,1,0,0,753,NA,Exp1a,None
1002,3,42,2,1,1,912,NA,Exp1a,None
1002,3,43,1,0,1,744,NA,Exp1a,None
1002,3,44,1,1,1,872,NA,Exp1a,None
1002,3,47,2,0,0,559,NA,Exp1a,None
1002,3,48,0,0,1,919,NA,Exp1a,None
1002,3,49,2,1,1,847,NA,Exp1a,None
1002,3,50,1,0,1,855,NA,Exp1a,None
1002,3,51,2,0,1,871,NA,Exp1a,None
1002,3,52,1,1,1,871,NA,Exp1a,None
1002,3,53,0,0,1,775,NA,Exp1a,None
1002,3,54,2,0,1,816,NA,Exp1a,None
1002,3,55,0,1,1,648,NA,Exp1a,None
1002,3,56,1,1,0,624,NA,Exp1a,None
1002,3,57,0,0,1,832,NA,Exp1a,None
1002,3,58,1,0,0,688,NA,Exp1a,None
1002,3,59,0,1,1,776,NA,Exp1a,None
1002,3,60,2,1,1,872,NA,Exp1a,None
1002,4,1,2,0,1,676,NA,Exp1a,None
1002,4,2,2,1,1,884,NA,Exp1a,None
1002,4,3,0,1,1,612,NA,Exp1a,None
1002,4,4,0,0,1,780,NA,Exp1a,None
1002,4,5,2,1,1,724,NA,Exp1a,None
1002,4,6,1,0,1,684,NA,Exp1a,None
1002,4,7,1,1,1,787,NA,Exp1a,None
1002,4,8,0,0,1,780,NA,Exp1a,None
1002,4,9,1,0,1,828,NA,Exp1a,None
1002,4,10,0,1,1,588,NA,Exp1a,None
1002,4,11,1,1,1,636,NA,Exp1a,None
1002,4,12,2,0,1,732,NA,Exp1a,None
1002,4,13,2,0,1,740,NA,Exp1a,None
1002,4,14,2,1,1,764,NA,Exp1a,None
1002,4,15,2,0,1,725,NA,Exp1a,None
1002,4,16,0,1,1,509,NA,Exp1a,None
1002,4,17,2,1,1,805,NA,Exp1a,None
1002,4,18,0,1,0,589,NA,Exp1a,None
1002,4,19,0,0,1,789,NA,Exp1a,None
1002,4,20,1,1,1,749,NA,Exp1a,None
1002,4,21,1,1,1,638,NA,Exp1a,None
1002,4,22,0,0,1,678,NA,Exp1a,None
1002,4,23,1,0,0,718,NA,Exp1a,None
1002,4,24,1,0,1,806,NA,Exp1a,None
1002,4,25,1,0,1,998,NA,Exp1a,None
1002,4,26,0,1,1,582,NA,Exp1a,None
1002,4,27,1,0,1,846,NA,Exp1a,None
1002,4,28,1,1,1,759,NA,Exp1a,None
1002,4,29,2,1,0,807,NA,Exp1a,None
1002,4,30,1,1,1,903,NA,Exp1a,None
1002,4,31,0,1,1,591,NA,Exp1a,None
1002,4,32,0,0,1,743,NA,Exp1a,None
1002,4,33,0,0,0,671,NA,Exp1a,None
1002,4,34,2,1,1,623,NA,Exp1a,None
1002,4,35,2,0,0,863,NA,Exp1a,None
1002,4,36,2,0,1,895,NA,Exp1a,None
1002,4,39,0,1,1,527,NA,Exp1a,None
1002,4,40,2,0,1,743,NA,Exp1a,None
1002,4,41,1,0,0,592,NA,Exp1a,None
1002,4,42,2,1,1,800,NA,Exp1a,None
1002,4,43,0,1,1,856,NA,Exp1a,None
1002,4,44,0,0,1,784,NA,Exp1a,None
1002,4,45,1,1,1,1080,NA,Exp1a,None
1002,4,47,1,1,1,592,NA,Exp1a,None
1002,4,48,2,1,1,753,NA,Exp1a,None
1002,4,49,1,1,1,1041,NA,Exp1a,None
1002,4,50,1,0,1,753,NA,Exp1a,None
1002,4,51,2,0,0,625,NA,Exp1a,None
1002,4,52,2,1,1,921,NA,Exp1a,None
1002,4,53,0,1,1,881,NA,Exp1a,None
1002,4,54,1,0,1,721,NA,Exp1a,None
1002,4,55,0,0,1,842,NA,Exp1a,None
1002,4,56,0,0,1,858,NA,Exp1a,None
1002,4,57,1,1,1,906,NA,Exp1a,None
1002,4,58,2,0,1,770,NA,Exp1a,None
1002,4,59,0,1,1,570,NA,Exp1a,None
1002,4,60,2,1,1,786,NA,Exp1a,None
1002,5,2,0,1,1,557,NA,Exp1a,None
1002,5,3,0,0,1,749,NA,Exp1a,None
1002,5,4,2,1,1,901,NA,Exp1a,None
