,subID,score,source,target,source_Identity,target_Identity,source_ref,target_ref
25,5228,0.5286130799646006,Exp5_Person,Exp5_Person,None,None,None,None
26,5229,0.5507798551777755,Exp5_Person,Exp5_Person,None,None,None,None
27,5230,0.6099200364012259,Exp5_Person,Exp5_Person,None,None,None,None
28,5231,0.6088215972713901,Exp5_Person,Exp5_Person,None,None,None,None
29,5233,0.5091845495260251,Exp5_Person,Exp5_Person,None,None,None,None
30,5234,0.41599852315178026,Exp5_Person,Exp5_Person,None,None,None,None
31,5235,0.5417392696038529,Exp5_Person,Exp5_Person,None,None,None,None
32,5236,0.5842307842571556,Exp5_Person,Exp5_Person,None,None,None,None
33,5237,0.5685659111051554,Exp5_Person,Exp5_Person,None,None,None,None
34,5238,0.5384453924429137,Exp5_Person,Exp5_Person,None,None,None,None
35,5239,0.5261805555555555,Exp5_Person,Exp5_Person,None,None,None,None
36,5240,0.6125284272866764,Exp5_Person,Exp5_Person,None,None,None,None
37,5242,0.5253495621383631,Exp5_Person,Exp5_Person,None,None,None,None
0,5201,0.4930776537175694,Exp5_Scene,Exp5_Scene,None,None,None,None
1,5202,0.5685267629119766,Exp5_Scene,Exp5_Scene,None,None,None,None
2,5203,0.5601480080109041,Exp5_Scene,Exp5_Scene,None,None,None,None
3,5204,0.5313310185185186,Exp5_Scene,Exp5_Scene,None,None,None,None
4,5205,0.6154478120987054,Exp5_Scene,Exp5_Scene,None,None,None,None
5,5206,0.5533873793807977,Exp5_Scene,Exp5_Scene,None,None,None,None
6,5207,0.5908532869214631,Exp5_Scene,Exp5_Scene,None,None,None,None
7,5208,0.5404898484885765,Exp5_Scene,Exp5_Scene,None,None,None,None
8,5209,0.4924025682268145,Exp5_Scene,Exp5_Scene,None,None,None,None
9,5210,0.5989024526836365,Exp5_Scene,Exp5_Scene,None,None,None,None
10,5211,0.5817082278070004,Exp5_Scene,Exp5_Scene,None,None,None,None
11,5212,0.46725167403083967,Exp5_Scene,Exp5_Scene,None,None,None,None
12,5213,0.5395138888888887,Exp5_Scene,Exp5_Scene,None,None,None,None
13,5215,0.5534878447442793,Exp5_Scene,Exp5_Scene,None,None,None,None
14,5216,0.5064707186074716,Exp5_Scene,Exp5_Scene,None,None,None,None
15,5217,0.5613643827139402,Exp5_Scene,Exp5_Scene,None,None,None,None
16,5218,0.5833322800873835,Exp5_Scene,Exp5_Scene,None,None,None,None
17,5219,0.5163739607235733,Exp5_Scene,Exp5_Scene,None,None,None,None
18,5220,0.4993532423710027,Exp5_Scene,Exp5_Scene,None,None,None,None
19,5221,0.5643732944437163,Exp5_Scene,Exp5_Scene,None,None,None,None
20,5222,0.5250387216659317,Exp5_Scene,Exp5_Scene,None,None,None,None
21,5223,0.550302561167273,Exp5_Scene,Exp5_Scene,None,None,None,None
22,5225,0.5587133894119684,Exp5_Scene,Exp5_Scene,None,None,None,None
23,5226,0.6237291889086506,Exp5_Scene,Exp5_Scene,None,None,None,None
24,5227,0.49122880386707823,Exp5_Scene,Exp5_Scene,None,None,None,None
25,5228,0.5388861430585931,Exp5_Scene,Exp5_Scene,None,None,None,None
26,5229,0.5140542746646376,Exp5_Scene,Exp5_Scene,None,None,None,None
27,5230,0.5788147662698062,Exp5_Scene,Exp5_Scene,None,None,None,None
28,5231,0.5744053499313077,Exp5_Scene,Exp5_Scene,None,None,None,None
29,5233,0.5303832202337002,Exp5_Scene,Exp5_Scene,None,None,None,None
30,5234,0.46677658227028956,Exp5_Scene,Exp5_Scene,None,None,None,None
31,5235,0.5774184995106666,Exp5_Scene,Exp5_Scene,None,None,None,None
32,5236,0.4885552877005868,Exp5_Scene,Exp5_Scene,None,None,None,None
33,5237,0.6731556429232192,Exp5_Scene,Exp5_Scene,None,None,None,None
34,5238,0.5503885342343832,Exp5_Scene,Exp5_Scene,None,None,None,None
35,5239,0.5043523092640124,Exp5_Scene,Exp5_Scene,None,None,None,None
36,5240,0.5047251103831363,Exp5_Scene,Exp5_Scene,None,None,None,None
37,5242,0.557989004527892,Exp5_Scene,Exp5_Scene,None,None,None,None
0,3010,0.4767430116406181,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
1,3011,0.473584455578353,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
2,3012,0.5147979104575614,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
3,3013,0.5023272849814502,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
4,3014,0.4848867073648697,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
5,3015,0.5338783576157674,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
6,3016,0.43251457338536997,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
7,3017,0.4263778110114102,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
8,3018,0.5249886758697331,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
9,3019,0.5143156204970761,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
10,3020,0.4715579665468535,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
11,3021,0.5134591594847345,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
12,3022,0.48666005872307566,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
13,3023,0.4619910567890076,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
14,3024,0.4651462566897115,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
15,3025,0.5039468722191739,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
16,3026,0.5268201809851574,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
17,3027,0.4445935163724151,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
18,3028,0.45829188625384276,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
19,3029,0.5530713150161227,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
20,3030,0.4817014081547777,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
21,3032,0.49206979398640754,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
22,3033,0.4794236406441992,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
23,3034,0.4642033660295561,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
24,3036,0.4929136311830458,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
25,3037,0.5408386449855765,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
26,3038,0.449263395086903,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
27,3039,0.5211560074940884,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
28,3040,0.5204751794150528,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
29,3041,0.5268637964290138,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
30,3042,0.5056264509934756,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
31,3043,0.45358359191858694,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
32,3044,0.484972579363432,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
33,3045,0.5358051256847128,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
34,3046,0.5085871448855315,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
35,31001,0.5671677527356829,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
36,31002,0.5487373486088662,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
37,31005,0.588376912829288,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
38,31007,0.5621987099080922,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
39,31008,0.5791120736285243,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
40,31009,0.4589683825507604,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
41,31010,0.5466608302497665,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
42,31011,0.5732175925925925,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
43,31012,0.5577071673562902,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
44,31013,0.5064759062620864,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
45,31014,0.5290046296296296,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
46,31015,0.4745451600142216,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
47,31016,0.5470404737173579,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
48,31017,0.5186898288727255,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
49,31018,0.5633340538373081,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
50,31019,0.5595447104922862,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
51,31020,0.5193572024346699,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
52,31021,0.4943287037037037,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
53,31022,0.5316827240921688,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
54,31023,0.5513747793756428,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
55,31025,0.5334091237610804,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
56,31026,0.47644071078540895,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
57,31027,0.5660467843001576,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
58,31029,0.4825810185185184,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
59,31032,0.5438366498945963,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
60,31033,0.5530208333333333,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
61,31034,0.5806886113791485,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
62,31035,0.48199366915524927,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
63,31036,0.5223302810648157,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
64,31037,0.5354311459590809,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
65,31038,0.46709933389557284,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
66,31039,0.47091866698578605,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
67,31040,0.5604246840367558,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
68,31041,0.530625,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
69,31042,0.6094330784686824,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
70,31043,0.4884490740740741,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
71,31044,0.5154315609558576,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
72,31045,0.5443217012682485,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
73,31046,0.5492899170581599,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
74,31047,0.5133900678369777,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
75,31048,0.5751786349128215,Explicit_Other,Explicit_Other,Other,Other,Explicit,Explicit
