Subject,Session,Age,Handedness,Sex,BlockList.Sample,PracList.Sample,SubTrial,Label,Target,Shape,morality,identity,YesNoResp,CorrectAnswer,Targetprac.RESP,Targetprac.ACC,Targetprac.RT,Target.RESP,Target.ACC,Target.RT,CodePrime,CodeTarget
6202,2,23,right,male,15,,10,GoodSelf.bmp,S.bmp,Badother,good,self,No,m,,,,m,1,828,80,5
6202,2,23,right,male,15,,11,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,m,1,445,48,3
6202,2,23,right,male,15,,12,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,441,128,8
6202,2,23,right,male,15,,13,BadOther.bmp,C.bmp,Normalother,bad,other,No,m,,,,m,1,853,16,1
6202,2,23,right,male,15,,14,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,697,160,10
6202,2,23,right,male,15,,15,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,m,0,685,128,8
6202,2,23,right,male,15,,16,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,713,176,11
6202,2,23,right,male,15,,17,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,557,128,8
6202,2,23,right,male,15,,18,GoodOther.bmp,C.bmp,Normalother,good,other,No,m,,,,m,1,481,32,2
6202,2,23,right,male,15,,19,GoodSelf.bmp,Tra.bmp,Badself,good,self,No,m,,,,m,1,749,80,5
6202,2,23,right,male,15,,20,BadOther.bmp,D.bmp,Goodself,bad,other,No,m,,,,m,1,673,16,1
6202,2,23,right,male,15,,21,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,619,176,11
6202,2,23,right,male,15,,22,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,843,128,8
6202,2,23,right,male,15,,23,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,m,1,999,48,3
6202,2,23,right,male,15,,24,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,563,128,8
6202,2,23,right,male,15,,25,BadSelf.bmp,C.bmp,Normalother,bad,self,No,m,,,,m,1,623,64,4
6202,2,23,right,male,15,,26,BadSelf.bmp,S.bmp,Badother,bad,self,No,m,,,,m,1,811,64,4
6202,2,23,right,male,15,,27,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,543,112,7
6202,2,23,right,male,15,,28,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,971,176,11
6202,2,23,right,male,15,,29,NormalSelf.bmp,C.bmp,Normalother,normal,self,No,m,,,,m,1,1079,96,6
6202,2,23,right,male,15,,30,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,659,160,10
6202,2,23,right,male,15,,31,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,437,112,7
6202,2,23,right,male,15,,32,GoodOther.bmp,S.bmp,Badother,good,other,No,m,,,,m,1,781,32,2
6202,2,23,right,male,15,,33,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,702,160,10
6202,2,23,right,male,15,,34,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,794,128,8
6202,2,23,right,male,15,,35,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,421,176,11
6202,2,23,right,male,15,,36,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,m,0,769,160,10
6202,2,23,right,male,15,,37,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,685,160,10
6202,2,23,right,male,15,,38,GoodSelf.bmp,C.bmp,Normalother,good,self,No,m,,,,m,1,793,80,5
6202,2,23,right,male,15,,39,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,845,160,10
6202,2,23,right,male,15,,40,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,665,128,8
6202,2,23,right,male,15,,41,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,k,0,789,48,3
6202,2,23,right,male,15,,42,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,857,128,8
6202,2,23,right,male,15,,43,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,m,0,801,160,10
6202,2,23,right,male,15,,44,GoodSelf.bmp,T.bmp,Goodother,good,self,No,m,,,,m,1,826,80,5
6202,2,23,right,male,15,,45,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,454,128,8
6202,2,23,right,male,15,,46,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,498,128,8
6202,2,23,right,male,15,,47,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,670,192,12
6202,2,23,right,male,15,,48,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,,0,0,160,10
6202,2,23,right,male,15,,49,GoodOther.bmp,P.bmp,Normalself,good,other,No,m,,,,m,1,805,32,2
6202,2,23,right,male,15,,50,NormalSelf.bmp,Tra.bmp,Badself,normal,self,No,m,,,,,0,0,96,6
6202,2,23,right,male,15,,51,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,m,0,1037,128,8
6202,2,23,right,male,15,,52,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,449,176,11
6202,2,23,right,male,15,,53,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,m,0,741,128,8
6202,2,23,right,male,15,,54,BadOther.bmp,P.bmp,Normalself,bad,other,No,m,,,,m,1,695,16,1
6202,2,23,right,male,15,,55,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,528,128,8
6202,2,23,right,male,15,,56,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,476,192,12
6202,2,23,right,male,15,,57,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,k,0,744,64,4
6202,2,23,right,male,15,,58,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,644,192,12
6202,2,23,right,male,15,,59,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,536,176,11
6202,2,23,right,male,15,,60,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,731,128,8
6202,2,23,right,male,15,,61,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,743,128,8
6202,2,23,right,male,15,,62,GoodOther.bmp,Tra.bmp,Badself,good,other,No,m,,,,m,1,507,32,2
6202,2,23,right,male,15,,63,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,951,112,7
6202,2,23,right,male,15,,64,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,1035,176,11
6202,2,23,right,male,15,,65,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,789,192,12
6202,2,23,right,male,15,,66,GoodSelf.bmp,P.bmp,Normalself,good,self,No,m,,,,m,1,622,80,5
6202,2,23,right,male,15,,67,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,682,112,7
6202,2,23,right,male,15,,68,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,774,160,10
6202,2,23,right,male,15,,69,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,626,112,7
6202,2,23,right,male,15,,70,NormalOther.bmp,D.bmp,Goodself,normal,other,No,m,,,,k,0,702,48,3
6202,2,23,right,male,15,,71,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,666,192,12
6202,2,23,right,male,15,,72,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,m,1,622,16,1
6202,2,23,right,male,15,,73,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,433,160,10
6202,2,23,right,male,15,,74,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,765,192,12
6202,2,23,right,male,15,,75,GoodOther.bmp,D.bmp,Goodself,good,other,No,m,,,,k,0,889,32,2
6202,2,23,right,male,15,,76,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,m,1,643,64,4
6202,2,23,right,male,15,,77,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,m,1,532,96,6
6202,2,23,right,male,15,,78,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,696,128,8
6202,2,23,right,male,15,,79,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,708,128,8
6202,2,23,right,male,15,,80,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,704,112,7
6202,2,23,right,male,15,,81,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,740,176,11
6202,2,23,right,male,15,,82,NormalSelf.bmp,S.bmp,Badother,normal,self,No,m,,,,m,1,568,96,6
6202,2,23,right,male,15,,83,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,m,0,540,192,12
6202,2,23,right,male,15,,84,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,584,128,8
6202,2,23,right,male,15,,85,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,539,128,8
6202,2,23,right,male,15,,86,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,583,192,12
6202,2,23,right,male,15,,87,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,753,176,11
6202,2,23,right,male,15,,88,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,396,112,7
6202,2,23,right,male,15,,89,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,400,112,7
6202,2,23,right,male,15,,90,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,756,128,8
6202,2,23,right,male,16,,1,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,374,192,12
6202,2,23,right,male,16,,2,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,358,192,12
6202,2,23,right,male,16,,3,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,651,160,10
6202,2,23,right,male,16,,4,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,615,128,8
6202,2,23,right,male,16,,5,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,403,128,8
6202,2,23,right,male,16,,6,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,m,1,591,96,6
6202,2,23,right,male,16,,7,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,546,176,11
6202,2,23,right,male,16,,8,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,582,128,8
6202,2,23,right,male,16,,9,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,514,112,7
6202,2,23,right,male,16,,10,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,486,128,8
6202,2,23,right,male,16,,11,GoodSelf.bmp,S.bmp,Badother,good,self,No,m,,,,m,1,786,80,5
6202,2,23,right,male,16,,12,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,524,192,12
6202,2,23,right,male,16,,13,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,m,1,452,48,3
6202,2,23,right,male,16,,14,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,729,128,8
6202,2,23,right,male,16,,15,NormalSelf.bmp,S.bmp,Badother,normal,self,No,m,,,,m,1,501,96,6
6202,2,23,right,male,16,,16,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,641,112,7
6202,2,23,right,male,16,,17,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,365,176,11
6202,2,23,right,male,16,,18,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,393,160,10
6202,2,23,right,male,16,,19,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,m,0,644,128,8
6202,2,23,right,male,16,,20,BadSelf.bmp,S.bmp,Badother,bad,self,No,m,,,,k,0,560,64,4
6202,2,23,right,male,16,,21,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,364,128,8
6202,2,23,right,male,16,,22,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,m,1,832,16,1
6202,2,23,right,male,16,,23,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,546,112,7
6202,2,23,right,male,16,,24,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,530,112,7
6202,2,23,right,male,16,,25,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,751,128,8
6202,2,23,right,male,16,,26,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,667,160,10
6202,2,23,right,male,16,,27,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,495,176,11
6202,2,23,right,male,16,,28,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,635,128,8
6202,2,23,right,male,16,,29,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,383,192,12
6202,2,23,right,male,16,,30,GoodSelf.bmp,P.bmp,Normalself,good,self,No,m,,,,k,0,683,80,5
6202,2,23,right,male,16,,31,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,,0,0,176,11
6202,2,23,right,male,16,,32,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,,0,0,176,11
6202,2,23,right,male,16,,33,BadOther.bmp,D.bmp,Goodself,bad,other,No,m,,,,,0,0,16,1
6202,2,23,right,male,16,,34,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,,0,0,128,8
6202,2,23,right,male,16,,35,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,,0,0,128,8
6202,2,23,right,male,16,,36,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,495,128,8
6202,2,23,right,male,16,,37,GoodOther.bmp,S.bmp,Badother,good,other,No,m,,,,m,1,467,32,2
6202,2,23,right,male,16,,38,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,743,160,10
6202,2,23,right,male,16,,39,BadOther.bmp,P.bmp,Normalself,bad,other,No,m,,,,m,1,507,16,1
6202,2,23,right,male,16,,40,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,711,128,8
6202,2,23,right,male,16,,41,BadSelf.bmp,D.bmp,Goodself,bad,self,No,m,,,,m,1,571,64,4
6202,2,23,right,male,16,,42,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,871,128,8
6202,2,23,right,male,16,,43,GoodSelf.bmp,C.bmp,Normalother,good,self,No,m,,,,m,1,739,80,5
6202,2,23,right,male,16,,44,BadOther.bmp,T.bmp,Goodother,bad,other,No,m,,,,m,1,950,16,1
6202,2,23,right,male,16,,45,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,442,128,8
6202,2,23,right,male,16,,46,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,458,160,10
6202,2,23,right,male,16,,47,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,439,112,7
6202,2,23,right,male,16,,48,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,403,112,7
6202,2,23,right,male,16,,49,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,855,176,11
6202,2,23,right,male,16,,50,NormalSelf.bmp,D.bmp,Goodself,normal,self,No,m,,,,m,1,515,96,6
6202,2,23,right,male,16,,51,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,695,176,11
6202,2,23,right,male,16,,52,GoodOther.bmp,D.bmp,Goodself,good,other,No,m,,,,m,1,475,32,2
6202,2,23,right,male,16,,53,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,519,112,7
6202,2,23,right,male,16,,54,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,m,0,195,128,8
6202,2,23,right,male,16,,55,BadOther.bmp,C.bmp,Normalother,bad,other,No,m,,,,k,0,535,16,1
6202,2,23,right,male,16,,56,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,m,1,483,64,4
6202,2,23,right,male,16,,57,GoodSelf.bmp,T.bmp,Goodother,good,self,No,m,,,,k,0,691,80,5
6202,2,23,right,male,16,,58,GoodSelf.bmp,Tra.bmp,Badself,good,self,No,m,,,,m,1,559,80,5
6202,2,23,right,male,16,,59,GoodOther.bmp,Tra.bmp,Badself,good,other,No,m,,,,m,1,515,32,2
6202,2,23,right,male,16,,60,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,543,160,10
6202,2,23,right,male,16,,61,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,403,176,11
6202,2,23,right,male,16,,62,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,799,192,12
6202,2,23,right,male,16,,63,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,619,160,10
6202,2,23,right,male,16,,64,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,455,112,7
6202,2,23,right,male,16,,65,GoodOther.bmp,P.bmp,Normalself,good,other,No,m,,,,m,1,915,32,2
6202,2,23,right,male,16,,66,NormalSelf.bmp,C.bmp,Normalother,normal,self,No,m,,,,m,1,471,96,6
6202,2,23,right,male,16,,67,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,475,192,12
6202,2,23,right,male,16,,68,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,516,160,10
6202,2,23,right,male,16,,69,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,312,160,10
6202,2,23,right,male,16,,70,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,395,192,12
6202,2,23,right,male,16,,71,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,k,0,431,64,4
6202,2,23,right,male,16,,72,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,379,192,12
6202,2,23,right,male,16,,73,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,407,192,12
6202,2,23,right,male,16,,74,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,835,112,7
6202,2,23,right,male,16,,75,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,m,0,679,176,11
6202,2,23,right,male,16,,76,BadSelf.bmp,C.bmp,Normalother,bad,self,No,m,,,,k,0,707,64,4
6202,2,23,right,male,16,,77,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,479,128,8
6202,2,23,right,male,16,,78,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,843,112,7
6202,2,23,right,male,16,,79,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,m,0,723,128,8
6202,2,23,right,male,16,,80,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,408,128,8
6202,2,23,right,male,16,,81,NormalSelf.bmp,Tra.bmp,Badself,normal,self,No,m,,,,m,1,468,96,6
6202,2,23,right,male,16,,82,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,399,192,12
6202,2,23,right,male,16,,83,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,707,128,8
6202,2,23,right,male,16,,84,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,879,160,10
6202,2,23,right,male,16,,85,NormalOther.bmp,D.bmp,Goodself,normal,other,No,m,,,,m,1,419,48,3
6202,2,23,right,male,16,,86,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,m,1,487,48,3
6202,2,23,right,male,16,,87,NormalOther.bmp,P.bmp,Normalself,normal,other,No,m,,,,m,1,555,48,3
6202,2,23,right,male,16,,88,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,655,176,11
6202,2,23,right,male,16,,89,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,m,1,547,48,3
6202,2,23,right,male,16,,90,GoodOther.bmp,C.bmp,Normalother,good,other,No,m,,,,m,1,508,32,2
6202,2,23,right,male,17,,1,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,867,160,10
6202,2,23,right,male,17,,2,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,412,112,7
6202,2,23,right,male,17,,3,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,656,176,11
6202,2,23,right,male,17,,4,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,500,192,12
6202,2,23,right,male,17,,5,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,704,112,7
6202,2,23,right,male,17,,6,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,676,128,8
6202,2,23,right,male,17,,7,GoodOther.bmp,S.bmp,Badother,good,other,No,m,,,,m,1,864,32,2
6202,2,23,right,male,17,,8,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,628,112,7
6202,2,23,right,male,17,,9,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,m,1,776,64,4
6202,2,23,right,male,17,,10,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,731,128,8
6202,2,23,right,male,17,,11,BadOther.bmp,C.bmp,Normalother,bad,other,No,m,,,,m,1,639,16,1
6202,2,23,right,male,17,,12,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,575,128,8
6202,2,23,right,male,17,,13,GoodOther.bmp,D.bmp,Goodself,good,other,No,m,,,,k,0,320,32,2
6202,2,23,right,male,17,,14,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,404,176,11
6202,2,23,right,male,17,,15,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,816,192,12
6202,2,23,right,male,17,,16,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,m,1,412,48,3
6202,2,23,right,male,17,,17,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,432,128,8
6202,2,23,right,male,17,,18,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,m,0,636,112,7
6202,2,23,right,male,17,,19,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,592,192,12
6202,2,23,right,male,17,,20,GoodOther.bmp,C.bmp,Normalother,good,other,No,m,,,,k,0,580,32,2
6202,2,23,right,male,17,,21,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,712,192,12
6202,2,23,right,male,17,,22,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,m,1,587,64,4
6202,2,23,right,male,17,,23,BadSelf.bmp,C.bmp,Normalother,bad,self,No,m,,,,m,1,627,64,4
6202,2,23,right,male,17,,24,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,484,128,8
6202,2,23,right,male,17,,25,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,800,128,8
6202,2,23,right,male,17,,26,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,916,128,8
6202,2,23,right,male,17,,27,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,440,128,8
6202,2,23,right,male,17,,28,NormalOther.bmp,D.bmp,Goodself,normal,other,No,m,,,,m,1,572,48,3
6202,2,23,right,male,17,,29,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,640,112,7
6202,2,23,right,male,17,,30,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,540,128,8
6202,2,23,right,male,17,,31,GoodSelf.bmp,Tra.bmp,Badself,good,self,No,m,,,,k,0,824,80,5
6202,2,23,right,male,17,,32,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,772,112,7
6202,2,23,right,male,17,,33,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,864,176,11
6202,2,23,right,male,17,,34,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,m,1,768,48,3
6202,2,23,right,male,17,,35,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,472,128,8
6202,2,23,right,male,17,,36,BadOther.bmp,P.bmp,Normalself,bad,other,No,m,,,,m,1,828,16,1
6202,2,23,right,male,17,,37,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,376,128,8
6202,2,23,right,male,17,,38,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,m,0,724,160,10
6202,2,23,right,male,17,,39,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,408,176,11
6202,2,23,right,male,17,,40,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,620,128,8
6202,2,23,right,male,17,,41,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,536,160,10
6202,2,23,right,male,17,,42,GoodSelf.bmp,P.bmp,Normalself,good,self,No,m,,,,m,1,524,80,5
6202,2,23,right,male,17,,43,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,296,128,8
6202,2,23,right,male,17,,44,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,m,0,524,128,8
6202,2,23,right,male,17,,45,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,k,0,350,16,1
6202,2,23,right,male,17,,46,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,m,1,367,96,6
6202,2,23,right,male,17,,47,GoodOther.bmp,P.bmp,Normalself,good,other,No,m,,,,k,0,435,32,2
6202,2,23,right,male,17,,48,GoodSelf.bmp,T.bmp,Goodother,good,self,No,m,,,,k,0,326,80,5
6202,2,23,right,male,17,,49,NormalSelf.bmp,D.bmp,Goodself,normal,self,No,m,,,,m,1,674,96,6
6202,2,23,right,male,17,,50,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,718,160,10
6202,2,23,right,male,17,,51,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,m,0,602,176,11
6202,2,23,right,male,17,,52,GoodSelf.bmp,S.bmp,Badother,good,self,No,m,,,,m,1,494,80,5
6202,2,23,right,male,17,,53,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,482,128,8
6202,2,23,right,male,17,,54,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,582,192,12
6202,2,23,right,male,17,,55,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,626,192,12
6202,2,23,right,male,17,,56,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,m,1,780,48,3
6202,2,23,right,male,17,,57,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,445,192,12
6202,2,23,right,male,17,,58,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,641,128,8
6202,2,23,right,male,17,,59,NormalSelf.bmp,S.bmp,Badother,normal,self,No,m,,,,m,1,421,96,6
