Subject,Session,Age,Handedness,Sex,BlockList.Sample,PracList.Sample,SubTrial,Label,Target,Shape,morality,identity,YesNoResp,CorrectAnswer,Targetprac.RESP,Targetprac.ACC,Targetprac.RT,Target.RESP,Target.ACC,Target.RT,CodePrime,CodeTarget
6201,2,21,right,male,,1,1,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,651,,,,,
6201,2,21,right,male,,1,2,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,0,0,,,,,
6201,2,21,right,male,,1,3,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,432,,,,,
6201,2,21,right,male,,1,4,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,k,1,690,,,,,
6201,2,21,right,male,,1,5,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,k,1,571,,,,,
6201,2,21,right,male,,1,6,GoodSelf.bmp,Tra.bmp,Normalself,moral,self,No,k,k,1,477,,,,,
6201,2,21,right,male,,1,7,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,503,,,,,
6201,2,21,right,male,,1,8,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,761,,,,,
6201,2,21,right,male,,1,9,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,929,,,,,
6201,2,21,right,male,,1,10,GoodOther.bmp,T.bmp,Badother,moral,other,No,k,k,1,714,,,,,
6201,2,21,right,male,,1,11,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,620,,,,,
6201,2,21,right,male,,1,12,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,k,1,878,,,,,
6201,2,21,right,male,,1,13,GoodOther.bmp,C.bmp,Goodself,moral,other,No,k,m,0,623,,,,,
6201,2,21,right,male,,1,14,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,609,,,,,
6201,2,21,right,male,,1,15,GoodOther.bmp,D.bmp,Badself,moral,other,No,k,k,1,651,,,,,
6201,2,21,right,male,,1,16,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,541,,,,,
6201,2,21,right,male,,1,17,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,k,1,1024,,,,,
6201,2,21,right,male,,1,18,GoodOther.bmp,S.bmp,Normalother,moral,other,No,k,k,1,826,,,,,
6201,2,21,right,male,,1,19,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,604,,,,,
6201,2,21,right,male,,1,20,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,638,,,,,
6201,2,21,right,male,,1,21,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,631,,,,,
6201,2,21,right,male,,1,22,GoodSelf.bmp,D.bmp,Badself,moral,self,No,k,k,1,553,,,,,
6201,2,21,right,male,,1,23,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,802,,,,,
6201,2,21,right,male,,1,24,BadOther.bmp,Tra.bmp,Normalself,immoral,other,No,k,k,1,716,,,,,
6201,2,21,right,male,,1,25,GoodSelf.bmp,S.bmp,Normalother,moral,self,No,k,k,1,646,,,,,
6201,2,21,right,male,,1,26,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,352,,,,,
6201,2,21,right,male,,1,27,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,k,0,722,,,,,
6201,2,21,right,male,,1,28,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,427,,,,,
6201,2,21,right,male,,1,29,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,1077,,,,,
6201,2,21,right,male,,1,30,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,k,1,518,,,,,
6201,2,21,right,male,,1,31,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,688,,,,,
6201,2,21,right,male,,1,32,BadSelf.bmp,P.bmp,Goodother,immoral,self,No,k,k,1,738,,,,,
6201,2,21,right,male,,1,33,BadSelf.bmp,Tra.bmp,Normalself,immoral,self,No,k,k,1,932,,,,,
6201,2,21,right,male,,1,34,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,k,1,694,,,,,
6201,2,21,right,male,,1,35,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,k,1,800,,,,,
6201,2,21,right,male,,1,36,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,k,1,529,,,,,
6201,2,21,right,male,,1,37,BadOther.bmp,P.bmp,Goodother,immoral,other,No,k,k,1,668,,,,,
6201,2,21,right,male,,1,38,GoodSelf.bmp,P.bmp,Goodother,moral,self,No,k,k,1,886,,,,,
6201,2,21,right,male,,1,39,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,k,0,896,,,,,
6201,2,21,right,male,,1,40,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,394,,,,,
6201,2,21,right,male,,1,41,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,548,,,,,
6201,2,21,right,male,,1,42,GoodSelf.bmp,T.bmp,Badother,moral,self,No,k,k,1,846,,,,,
6201,2,21,right,male,,1,43,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,526,,,,,
6201,2,21,right,male,,1,44,BadSelf.bmp,C.bmp,Goodself,immoral,self,No,k,k,1,768,,,,,
6201,2,21,right,male,,1,45,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,482,,,,,
6201,2,21,right,male,,1,46,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,308,,,,,
6201,2,21,right,male,,1,47,BadSelf.bmp,T.bmp,Badother,immoral,self,No,k,k,1,558,,,,,
6201,2,21,right,male,,1,48,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,392,,,,,
6201,2,21,right,male,,1,49,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,m,0,882,,,,,
6201,2,21,right,male,,1,50,GoodOther.bmp,Tra.bmp,Normalself,moral,other,No,k,k,1,547,,,,,
6201,2,21,right,male,,1,51,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,0,0,,,,,
6201,2,21,right,male,,1,52,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,830,,,,,
6201,2,21,right,male,,1,53,BadOther.bmp,D.bmp,Badself,immoral,other,No,k,k,1,992,,,,,
6201,2,21,right,male,,1,54,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,410,,,,,
6201,2,21,right,male,,1,55,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,532,,,,,
6201,2,21,right,male,,1,56,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,646,,,,,
6201,2,21,right,male,,1,57,BadSelf.bmp,S.bmp,Normalother,immoral,self,No,k,k,1,751,,,,,
6201,2,21,right,male,,1,58,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,705,,,,,
6201,2,21,right,male,,1,59,BadOther.bmp,C.bmp,Goodself,immoral,other,No,k,k,1,722,,,,,
6201,2,21,right,male,,1,60,BadOther.bmp,S.bmp,Normalother,immoral,other,No,k,k,1,1020,,,,,
6201,2,21,right,male,1,,1,BadOther.bmp,S.bmp,Normalother,bad,other,No,k,,,,k,1,605,16,1
6201,2,21,right,male,1,,2,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,537,160,10
6201,2,21,right,male,1,,3,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,k,1,517,96,6
6201,2,21,right,male,1,,4,GoodOther.bmp,C.bmp,Goodself,good,other,No,k,,,,k,1,728,32,2
6201,2,21,right,male,1,,5,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,k,0,624,128,8
6201,2,21,right,male,1,,6,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,643,128,8
6201,2,21,right,male,1,,7,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,,,,m,0,671,96,6
6201,2,21,right,male,1,,8,GoodOther.bmp,T.bmp,Badother,good,other,No,k,,,,m,0,771,32,2
6201,2,21,right,male,1,,9,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,623,160,10
6201,2,21,right,male,1,,10,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,347,176,11
6201,2,21,right,male,1,,11,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,431,176,11
6201,2,21,right,male,1,,12,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,627,128,8
6201,2,21,right,male,1,,13,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,k,0,807,128,8
6201,2,21,right,male,1,,14,GoodSelf.bmp,Tra.bmp,Normalself,good,self,No,k,,,,m,0,595,80,5
6201,2,21,right,male,1,,15,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,511,160,10
6201,2,21,right,male,1,,16,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,801,128,8
6201,2,21,right,male,1,,17,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,,,,k,1,499,96,6
6201,2,21,right,male,1,,18,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,,,k,1,727,48,3
6201,2,21,right,male,1,,19,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,411,128,8
6201,2,21,right,male,1,,20,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,727,192,12
6201,2,21,right,male,1,,21,GoodSelf.bmp,S.bmp,Normalother,good,self,No,k,,,,k,1,531,80,5
6201,2,21,right,male,1,,22,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,,,k,1,655,96,6
6201,2,21,right,male,1,,23,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,331,176,11
6201,2,21,right,male,1,,24,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,k,0,863,112,7
6201,2,21,right,male,1,,25,BadSelf.bmp,S.bmp,Normalother,bad,self,No,k,,,,k,1,931,64,4
6201,2,21,right,male,1,,26,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,759,112,7
6201,2,21,right,male,1,,27,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,857,176,11
6201,2,21,right,male,1,,28,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,916,192,12
6201,2,21,right,male,1,,29,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,k,1,840,48,3
6201,2,21,right,male,1,,30,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,923,128,8
6201,2,21,right,male,1,,31,GoodSelf.bmp,P.bmp,Goodother,good,self,No,k,,,,m,0,767,80,5
6201,2,21,right,male,1,,32,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,k,1,859,64,4
6201,2,21,right,male,1,,33,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,607,128,8
6201,2,21,right,male,1,,34,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,1051,112,7
6201,2,21,right,male,1,,35,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,895,192,12
6201,2,21,right,male,1,,36,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,395,176,11
6201,2,21,right,male,1,,37,GoodOther.bmp,S.bmp,Normalother,good,other,No,k,,,,k,1,471,32,2
6201,2,21,right,male,1,,38,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,121,176,11
6201,2,21,right,male,1,,39,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,602,128,8
6201,2,21,right,male,1,,40,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,470,192,12
6201,2,21,right,male,1,,41,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,338,192,12
6201,2,21,right,male,1,,42,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,413,128,8
6201,2,21,right,male,1,,43,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,,,,m,0,473,48,3
6201,2,21,right,male,1,,44,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,469,128,8
6201,2,21,right,male,1,,45,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,521,192,12
6201,2,21,right,male,1,,46,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,,0,0,160,10
6201,2,21,right,male,1,,47,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,748,128,8
6201,2,21,right,male,1,,48,BadSelf.bmp,C.bmp,Goodself,bad,self,No,k,,,,m,0,456,64,4
6201,2,21,right,male,1,,49,GoodOther.bmp,Tra.bmp,Normalself,good,other,No,k,,,,k,1,540,32,2
6201,2,21,right,male,1,,50,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,567,112,7
6201,2,21,right,male,1,,51,BadOther.bmp,D.bmp,Badself,bad,other,No,k,,,,,0,0,16,1
6201,2,21,right,male,1,,52,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,767,128,8
6201,2,21,right,male,1,,53,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,459,192,12
6201,2,21,right,male,1,,54,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,751,128,8
6201,2,21,right,male,1,,55,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,601,160,10
6201,2,21,right,male,1,,56,GoodOther.bmp,D.bmp,Badself,good,other,No,k,,,,k,1,1097,32,2
6201,2,21,right,male,1,,57,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,766,112,7
6201,2,21,right,male,1,,58,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,k,0,978,112,7
6201,2,21,right,male,1,,59,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,670,176,11
6201,2,21,right,male,1,,60,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,682,160,10
6201,2,21,right,male,1,,61,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,326,176,11
6201,2,21,right,male,1,,62,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,k,0,546,160,10
6201,2,21,right,male,1,,63,GoodSelf.bmp,T.bmp,Badother,good,self,No,k,,,,k,1,485,80,5
6201,2,21,right,male,1,,64,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,649,128,8
6201,2,21,right,male,1,,65,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,493,128,8
6201,2,21,right,male,1,,66,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,,,k,1,575,48,3
6201,2,21,right,male,1,,67,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,k,1,735,16,1
6201,2,21,right,male,1,,68,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,,,,m,0,740,96,6
6201,2,21,right,male,1,,69,BadOther.bmp,P.bmp,Goodother,bad,other,No,k,,,,,0,0,16,1
6201,2,21,right,male,1,,70,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,668,112,7
6201,2,21,right,male,1,,71,BadSelf.bmp,P.bmp,Goodother,bad,self,No,k,,,,k,1,880,64,4
6201,2,21,right,male,1,,72,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,692,192,12
6201,2,21,right,male,1,,73,BadOther.bmp,Tra.bmp,Normalself,bad,other,No,k,,,,k,1,856,16,1
6201,2,21,right,male,1,,74,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,340,176,11
6201,2,21,right,male,1,,75,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,384,176,11
6201,2,21,right,male,1,,76,BadSelf.bmp,T.bmp,Badother,bad,self,No,k,,,,k,1,723,64,4
6201,2,21,right,male,1,,77,GoodSelf.bmp,D.bmp,Badself,good,self,No,k,,,,k,1,1093,80,5
6201,2,21,right,male,1,,78,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,885,192,12
6201,2,21,right,male,1,,79,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,674,128,8
6201,2,21,right,male,1,,80,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,390,128,8
6201,2,21,right,male,1,,81,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,554,128,8
6201,2,21,right,male,1,,82,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,662,112,7
6201,2,21,right,male,1,,83,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,746,192,12
6201,2,21,right,male,1,,84,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,654,128,8
6201,2,21,right,male,1,,85,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,k,0,978,160,10
6201,2,21,right,male,1,,86,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,486,160,10
6201,2,21,right,male,1,,87,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,,0,0,112,7
6201,2,21,right,male,1,,88,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,411,112,7
6201,2,21,right,male,1,,89,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,379,160,10
6201,2,21,right,male,1,,90,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,,,,m,0,712,48,3
6201,2,21,right,male,2,,1,BadSelf.bmp,T.bmp,Badother,bad,self,No,k,,,,k,1,894,64,4
6201,2,21,right,male,2,,2,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,426,128,8
6201,2,21,right,male,2,,3,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,702,160,10
6201,2,21,right,male,2,,4,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,302,176,11
6201,2,21,right,male,2,,5,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,531,160,10
6201,2,21,right,male,2,,6,BadOther.bmp,P.bmp,Goodother,bad,other,No,k,,,,m,0,926,16,1
6201,2,21,right,male,2,,7,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,738,192,12
6201,2,21,right,male,2,,8,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,838,160,10
6201,2,21,right,male,2,,9,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,554,112,7
6201,2,21,right,male,2,,10,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,430,112,7
6201,2,21,right,male,2,,11,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,,,,k,1,978,96,6
6201,2,21,right,male,2,,12,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,398,112,7
6201,2,21,right,male,2,,13,GoodSelf.bmp,T.bmp,Badother,good,self,No,k,,,,k,1,618,80,5
6201,2,21,right,male,2,,14,GoodOther.bmp,T.bmp,Badother,good,other,No,k,,,,k,1,950,32,2
6201,2,21,right,male,2,,15,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,278,176,11
6201,2,21,right,male,2,,16,BadOther.bmp,Tra.bmp,Normalself,bad,other,No,k,,,,k,1,667,16,1
6201,2,21,right,male,2,,17,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,719,160,10
6201,2,21,right,male,2,,18,GoodSelf.bmp,S.bmp,Normalother,good,self,No,k,,,,k,1,427,80,5
6201,2,21,right,male,2,,19,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,726,112,7
6201,2,21,right,male,2,,20,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,k,0,970,112,7
6201,2,21,right,male,2,,21,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,350,112,7
6201,2,21,right,male,2,,22,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,554,112,7
6201,2,21,right,male,2,,23,GoodSelf.bmp,Tra.bmp,Normalself,good,self,No,k,,,,m,0,502,80,5
6201,2,21,right,male,2,,24,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,,,k,1,530,48,3
6201,2,21,right,male,2,,25,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,628,192,12
6201,2,21,right,male,2,,26,GoodSelf.bmp,D.bmp,Badself,good,self,No,k,,,,,0,0,80,5
6201,2,21,right,male,2,,27,GoodOther.bmp,C.bmp,Goodself,good,other,No,k,,,,m,0,361,32,2
6201,2,21,right,male,2,,28,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,,,m,0,933,48,3
6201,2,21,right,male,2,,29,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,841,128,8
6201,2,21,right,male,2,,30,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,517,176,11
6201,2,21,right,male,2,,31,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,720,128,8
6201,2,21,right,male,2,,32,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,740,160,10
6201,2,21,right,male,2,,33,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,608,192,12
6201,2,21,right,male,2,,34,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,,0,0,160,10
6201,2,21,right,male,2,,35,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,992,128,8
6201,2,21,right,male,2,,36,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,k,1,412,48,3
6201,2,21,right,male,2,,37,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,604,176,11
6201,2,21,right,male,2,,38,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,,,,m,0,1049,96,6
6201,2,21,right,male,2,,39,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,1077,128,8
6201,2,21,right,male,2,,40,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,393,128,8
6201,2,21,right,male,2,,41,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,357,128,8
6201,2,21,right,male,2,,42,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,585,128,8
6201,2,21,right,male,2,,43,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,k,0,773,112,7
6201,2,21,right,male,2,,44,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,512,128,8
6201,2,21,right,male,2,,45,GoodOther.bmp,S.bmp,Normalother,good,other,No,k,,,,k,1,412,32,2
6201,2,21,right,male,2,,46,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,824,128,8
6201,2,21,right,male,2,,47,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,748,192,12
6201,2,21,right,male,2,,48,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,428,176,11
6201,2,21,right,male,2,,49,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,497,128,8
6201,2,21,right,male,2,,50,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,853,160,10
6201,2,21,right,male,2,,51,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,513,128,8
6201,2,21,right,male,2,,52,GoodOther.bmp,Tra.bmp,Normalself,good,other,No,k,,,,m,0,301,32,2
6201,2,21,right,male,2,,53,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,929,192,12
6201,2,21,right,male,2,,54,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,365,192,12
6201,2,21,right,male,2,,55,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,,,,k,1,833,48,3
6201,2,21,right,male,2,,56,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,k,1,708,96,6
6201,2,21,right,male,2,,57,GoodSelf.bmp,P.bmp,Goodother,good,self,No,k,,,,k,1,536,80,5
6201,2,21,right,male,2,,58,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,,,k,1,556,96,6
6201,2,21,right,male,2,,59,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,844,192,12
6201,2,21,right,male,2,,60,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,361,128,8
6201,2,21,right,male,2,,61,BadOther.bmp,S.bmp,Normalother,bad,other,No,k,,,,k,1,1061,16,1
6201,2,21,right,male,2,,62,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,409,176,11
6201,2,21,right,male,2,,63,BadSelf.bmp,C.bmp,Goodself,bad,self,No,k,,,,k,1,893,64,4
6201,2,21,right,male,2,,64,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,449,176,11
6201,2,21,right,male,2,,65,GoodOther.bmp,D.bmp,Badself,good,other,No,k,,,,k,1,749,32,2
6201,2,21,right,male,2,,66,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,593,160,10
6201,2,21,right,male,2,,67,BadOther.bmp,D.bmp,Badself,bad,other,No,k,,,,,0,0,16,1
6201,2,21,right,male,2,,68,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,k,1,697,16,1
6201,2,21,right,male,2,,69,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,788,192,12
6201,2,21,right,male,2,,70,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,,0,0,128,8
6201,2,21,right,male,2,,71,BadSelf.bmp,S.bmp,Normalother,bad,self,No,k,,,,k,1,433,64,4
6201,2,21,right,male,2,,72,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,581,176,11
6201,2,21,right,male,2,,73,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,721,192,12
6201,2,21,right,male,2,,74,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,981,128,8
6201,2,21,right,male,2,,75,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,873,192,12
6201,2,21,right,male,2,,76,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,333,160,10
6201,2,21,right,male,2,,77,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,681,128,8
6201,2,21,right,male,2,,78,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,349,128,8
6201,2,21,right,male,2,,79,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,721,112,7
6201,2,21,right,male,2,,80,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,,,,m,0,597,48,3
6201,2,21,right,male,2,,81,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,846,112,7
6201,2,21,right,male,2,,82,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,k,1,499,64,4
