Subject,Session,Age,Handedness,Sex,BlockList.Sample,PracList.Sample,SubTrial,Label,Target,Shape,morality,identity,YesNoResp,CorrectAnswer,Targetprac.RESP,Targetprac.ACC,Targetprac.RT,Target.RESP,Target.ACC,Target.RT
6201,1,21,right,male,,1,1,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,2,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,565,,,
6201,1,21,right,male,,1,3,BadOther.bmp,C.bmp,Goodself,immoral,other,No,k,,0,0,,,
6201,1,21,right,male,,1,4,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,1030,,,
6201,1,21,right,male,,1,5,BadSelf.bmp,S.bmp,Normalother,immoral,self,No,k,k,1,562,,,
6201,1,21,right,male,,1,6,GoodOther.bmp,Tra.bmp,Normalself,moral,other,No,k,k,1,751,,,
6201,1,21,right,male,,1,7,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,1071,,,
6201,1,21,right,male,,1,8,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,349,,,
6201,1,21,right,male,,1,9,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,m,0,985,,,
6201,1,21,right,male,,1,10,BadSelf.bmp,C.bmp,Goodself,immoral,self,No,k,k,1,699,,,
6201,1,21,right,male,,1,11,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,,0,0,,,
6201,1,21,right,male,,1,12,GoodOther.bmp,S.bmp,Normalother,moral,other,No,k,m,0,948,,,
6201,1,21,right,male,,1,13,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,k,1,672,,,
6201,1,21,right,male,,1,14,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,421,,,
6201,1,21,right,male,,1,15,GoodOther.bmp,D.bmp,Badself,moral,other,No,k,k,1,753,,,
6201,1,21,right,male,,1,16,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,0,0,,,
6201,1,21,right,male,,1,17,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,m,0,802,,,
6201,1,21,right,male,,1,18,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,,0,0,,,
6201,1,21,right,male,,1,19,GoodSelf.bmp,S.bmp,Normalother,moral,self,No,k,k,1,433,,,
6201,1,21,right,male,,1,20,GoodSelf.bmp,D.bmp,Badself,moral,self,No,k,k,1,590,,,
6201,1,21,right,male,,1,21,GoodSelf.bmp,T.bmp,Badother,moral,self,No,k,k,1,562,,,
6201,1,21,right,male,,1,22,GoodOther.bmp,C.bmp,Goodself,moral,other,No,k,k,1,790,,,
6201,1,21,right,male,,1,23,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,k,0,801,,,
6201,1,21,right,male,,1,24,GoodSelf.bmp,P.bmp,Goodother,moral,self,No,k,,0,0,,,
6201,1,21,right,male,,1,25,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,k,1,714,,,
6201,1,21,right,male,,1,26,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,k,0,878,,,
6201,1,21,right,male,,1,27,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,28,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,854,,,
6201,1,21,right,male,,1,29,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,562,,,
6201,1,21,right,male,,1,30,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,k,1,390,,,
6201,1,21,right,male,,1,31,BadSelf.bmp,Tra.bmp,Normalself,immoral,self,No,k,m,0,931,,,
6201,1,21,right,male,,1,32,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,k,0,903,,,
6201,1,21,right,male,,1,33,BadOther.bmp,S.bmp,Normalother,immoral,other,No,k,,0,0,,,
6201,1,21,right,male,,1,34,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,600,,,
6201,1,21,right,male,,1,35,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,596,,,
6201,1,21,right,male,,1,36,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,k,1,377,,,
6201,1,21,right,male,,1,37,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,1020,,,
6201,1,21,right,male,,1,38,BadSelf.bmp,P.bmp,Goodother,immoral,self,No,k,k,1,1072,,,
6201,1,21,right,male,,1,39,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,1013,,,
6201,1,21,right,male,,1,40,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,k,0,841,,,
6201,1,21,right,male,,1,41,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,,0,0,,,
6201,1,21,right,male,,1,42,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,642,,,
6201,1,21,right,male,,1,43,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,694,,,
6201,1,21,right,male,,1,44,BadOther.bmp,D.bmp,Badself,immoral,other,No,k,m,0,859,,,
6201,1,21,right,male,,1,45,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,46,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,47,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,k,0,1071,,,
6201,1,21,right,male,,1,48,GoodOther.bmp,T.bmp,Badother,moral,other,No,k,m,0,539,,,
6201,1,21,right,male,,1,49,GoodSelf.bmp,Tra.bmp,Normalself,moral,self,No,k,,0,0,,,
6201,1,21,right,male,,1,50,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,0,0,,,
6201,1,21,right,male,,1,51,BadOther.bmp,Tra.bmp,Normalself,immoral,other,No,k,k,1,816,,,
6201,1,21,right,male,,1,52,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,284,,,
6201,1,21,right,male,,1,53,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,1009,,,
6201,1,21,right,male,,1,54,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,0,0,,,
6201,1,21,right,male,,1,55,BadOther.bmp,P.bmp,Goodother,immoral,other,No,k,k,1,562,,,
6201,1,21,right,male,,1,56,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,m,0,285,,,
6201,1,21,right,male,,1,57,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,k,0,1033,,,
6201,1,21,right,male,,1,58,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,566,,,
6201,1,21,right,male,,1,59,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,k,0,850,,,
6201,1,21,right,male,,1,60,BadSelf.bmp,T.bmp,Badother,immoral,self,No,k,k,1,830,,,
6201,1,21,right,male,,1,61,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,716,,,
6201,1,21,right,male,,1,62,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,968,,,
6201,1,21,right,male,,1,63,GoodSelf.bmp,D.bmp,Badself,moral,self,No,k,m,0,476,,,
6201,1,21,right,male,,1,64,GoodSelf.bmp,Tra.bmp,Normalself,moral,self,No,k,k,1,712,,,
6201,1,21,right,male,,1,65,GoodOther.bmp,S.bmp,Normalother,moral,other,No,k,m,0,773,,,
6201,1,21,right,male,,1,66,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,k,0,913,,,
6201,1,21,right,male,,1,67,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,0,0,,,
6201,1,21,right,male,,1,68,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,1010,,,
6201,1,21,right,male,,1,69,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,,0,0,,,
6201,1,21,right,male,,1,70,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,913,,,
6201,1,21,right,male,,1,71,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,652,,,
6201,1,21,right,male,,1,72,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,608,,,
6201,1,21,right,male,,1,73,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,389,,,
6201,1,21,right,male,,1,74,BadOther.bmp,S.bmp,Normalother,immoral,other,No,k,,0,0,,,
6201,1,21,right,male,,1,75,GoodOther.bmp,C.bmp,Goodself,moral,other,No,k,m,0,309,,,
6201,1,21,right,male,,1,76,BadSelf.bmp,P.bmp,Goodother,immoral,self,No,k,,0,0,,,
6201,1,21,right,male,,1,77,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,822,,,
6201,1,21,right,male,,1,78,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,79,BadOther.bmp,P.bmp,Goodother,immoral,other,No,k,m,0,783,,,
6201,1,21,right,male,,1,80,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,,0,0,,,
6201,1,21,right,male,,1,81,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,455,,,
6201,1,21,right,male,,1,82,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,907,,,
6201,1,21,right,male,,1,83,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,k,1,535,,,
6201,1,21,right,male,,1,84,BadOther.bmp,Tra.bmp,Normalself,immoral,other,No,k,,0,0,,,
6201,1,21,right,male,,1,85,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,1070,,,
6201,1,21,right,male,,1,86,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,k,1,780,,,
6201,1,21,right,male,,1,87,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,417,,,
6201,1,21,right,male,,1,88,BadSelf.bmp,T.bmp,Badother,immoral,self,No,k,m,0,757,,,
6201,1,21,right,male,,1,89,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,m,0,825,,,
6201,1,21,right,male,,1,90,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,k,1,246,,,
6201,1,21,right,male,,1,91,GoodOther.bmp,T.bmp,Badother,moral,other,No,k,k,1,889,,,
6201,1,21,right,male,,1,92,GoodOther.bmp,D.bmp,Badself,moral,other,No,k,k,1,1006,,,
6201,1,21,right,male,,1,93,BadOther.bmp,C.bmp,Goodself,immoral,other,No,k,m,0,762,,,
6201,1,21,right,male,,1,94,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,k,0,1070,,,
6201,1,21,right,male,,1,95,BadOther.bmp,D.bmp,Badself,immoral,other,No,k,m,0,859,,,
6201,1,21,right,male,,1,96,GoodOther.bmp,Tra.bmp,Normalself,moral,other,No,k,k,1,647,,,
6201,1,21,right,male,,1,97,BadSelf.bmp,Tra.bmp,Normalself,immoral,self,No,k,m,0,1051,,,
6201,1,21,right,male,,1,98,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,99,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,m,0,684,,,
6201,1,21,right,male,,1,100,GoodSelf.bmp,T.bmp,Badother,moral,self,No,k,k,1,848,,,
6201,1,21,right,male,,1,101,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,956,,,
6201,1,21,right,male,,1,102,GoodSelf.bmp,S.bmp,Normalother,moral,self,No,k,k,1,936,,,
6201,1,21,right,male,,1,103,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,k,1,693,,,
6201,1,21,right,male,,1,104,GoodSelf.bmp,P.bmp,Goodother,moral,self,No,k,k,1,617,,,
6201,1,21,right,male,,1,105,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,k,1,661,,,
6201,1,21,right,male,,1,106,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,1010,,,
6201,1,21,right,male,,1,107,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,k,0,854,,,
6201,1,21,right,male,,1,108,BadSelf.bmp,C.bmp,Goodself,immoral,self,No,k,k,1,762,,,
6201,1,21,right,male,,1,109,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,m,0,894,,,
6201,1,21,right,male,,1,110,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,0,0,,,
6201,1,21,right,male,,1,111,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,k,0,999,,,
6201,1,21,right,male,,1,112,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,891,,,
6201,1,21,right,male,,1,113,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,375,,,
6201,1,21,right,male,,1,114,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,k,0,580,,,
6201,1,21,right,male,,1,115,BadSelf.bmp,S.bmp,Normalother,immoral,self,No,k,m,0,936,,,
6201,1,21,right,male,,1,116,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,k,0,796,,,
6201,1,21,right,male,,1,117,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,513,,,
6201,1,21,right,male,,1,118,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,996,,,
6201,1,21,right,male,,1,119,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,544,,,
6201,1,21,right,male,,1,120,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,917,,,
6201,1,21,right,male,,1,121,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,,0,0,,,
6201,1,21,right,male,,1,122,GoodOther.bmp,Tra.bmp,Normalself,moral,other,No,k,m,0,1070,,,
6201,1,21,right,male,,1,123,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,k,1,827,,,
6201,1,21,right,male,,1,124,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,599,,,
6201,1,21,right,male,,1,125,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,524,,,
6201,1,21,right,male,,1,126,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,1000,,,
6201,1,21,right,male,,1,127,BadOther.bmp,P.bmp,Goodother,immoral,other,No,k,k,1,876,,,
6201,1,21,right,male,,1,128,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,k,1,921,,,
6201,1,21,right,male,,1,129,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,k,1,733,,,
6201,1,21,right,male,,1,130,BadOther.bmp,Tra.bmp,Normalself,immoral,other,No,k,k,1,906,,,
6201,1,21,right,male,,1,131,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,k,0,781,,,
6201,1,21,right,male,,1,132,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,401,,,
6201,1,21,right,male,,1,133,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,134,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,786,,,
6201,1,21,right,male,,1,135,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,k,0,878,,,
6201,1,21,right,male,,1,136,GoodOther.bmp,C.bmp,Goodself,moral,other,No,k,m,0,947,,,
6201,1,21,right,male,,1,137,BadSelf.bmp,T.bmp,Badother,immoral,self,No,k,,0,0,,,
6201,1,21,right,male,,1,138,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,515,,,
6201,1,21,right,male,,1,139,BadSelf.bmp,C.bmp,Goodself,immoral,self,No,k,k,1,768,,,
6201,1,21,right,male,,1,140,GoodSelf.bmp,Tra.bmp,Normalself,moral,self,No,k,,0,0,,,
6201,1,21,right,male,,1,141,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,616,,,
6201,1,21,right,male,,1,142,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,k,1,436,,,
6201,1,21,right,male,,1,143,GoodSelf.bmp,D.bmp,Badself,moral,self,No,k,k,1,592,,,
6201,1,21,right,male,,1,144,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,k,0,845,,,
6201,1,21,right,male,,1,145,GoodSelf.bmp,T.bmp,Badother,moral,self,No,k,k,1,617,,,
6201,1,21,right,male,,1,146,GoodOther.bmp,S.bmp,Normalother,moral,other,No,k,k,1,941,,,
6201,1,21,right,male,,1,147,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,698,,,
6201,1,21,right,male,,1,148,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,494,,,
6201,1,21,right,male,,1,149,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,890,,,
6201,1,21,right,male,,1,150,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,k,1,846,,,
6201,1,21,right,male,,1,151,BadSelf.bmp,P.bmp,Goodother,immoral,self,No,k,k,1,1002,,,
6201,1,21,right,male,,1,152,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,607,,,
6201,1,21,right,male,,1,153,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,971,,,
6201,1,21,right,male,,1,154,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,k,0,895,,,
6201,1,21,right,male,,1,155,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,m,1,708,,,
6201,1,21,right,male,,1,156,BadOther.bmp,S.bmp,Normalother,immoral,other,No,k,k,1,888,,,
6201,1,21,right,male,,1,157,GoodSelf.bmp,P.bmp,Goodother,moral,self,No,k,k,1,756,,,
6201,1,21,right,male,,1,158,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,159,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,860,,,
6201,1,21,right,male,,1,160,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,728,,,
6201,1,21,right,male,,1,161,BadSelf.bmp,Tra.bmp,Normalself,immoral,self,No,k,k,1,1071,,,
6201,1,21,right,male,,1,162,GoodSelf.bmp,C.bmp,Goodself,moral,self,Yes,m,m,1,521,,,
6201,1,21,right,male,,1,163,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,398,,,
6201,1,21,right,male,,1,164,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,k,1,834,,,
6201,1,21,right,male,,1,165,GoodOther.bmp,D.bmp,Badself,moral,other,No,k,k,1,1046,,,
6201,1,21,right,male,,1,166,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,883,,,
6201,1,21,right,male,,1,167,BadSelf.bmp,D.bmp,Badself,immoral,self,Yes,m,m,1,895,,,
6201,1,21,right,male,,1,168,GoodOther.bmp,T.bmp,Badother,moral,other,No,k,k,1,819,,,
6201,1,21,right,male,,1,169,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,999,,,
6201,1,21,right,male,,1,170,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,675,,,
6201,1,21,right,male,,1,171,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,k,1,808,,,
6201,1,21,right,male,,1,172,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,,0,0,,,
6201,1,21,right,male,,1,173,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,710,,,
6201,1,21,right,male,,1,174,BadSelf.bmp,S.bmp,Normalother,immoral,self,No,k,k,1,627,,,
6201,1,21,right,male,,1,175,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,k,1,1039,,,
6201,1,21,right,male,,1,176,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,k,1,715,,,
6201,1,21,right,male,,1,177,BadOther.bmp,D.bmp,Badself,immoral,other,No,k,k,1,840,,,
6201,1,21,right,male,,1,178,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,m,1,627,,,
6201,1,21,right,male,,1,179,BadOther.bmp,C.bmp,Goodself,immoral,other,No,k,k,1,709,,,
6201,1,21,right,male,,1,180,GoodSelf.bmp,S.bmp,Normalother,moral,self,No,k,k,1,506,,,
6201,1,21,right,male,1,,1,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,,0,0
6201,1,21,right,male,1,,2,BadSelf.bmp,S.bmp,Normalother,bad,self,No,k,,,,,0,0
6201,1,21,right,male,1,,3,BadOther.bmp,Tra.bmp,Normalself,bad,other,No,k,,,,m,0,960
6201,1,21,right,male,1,,4,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,,,,,0,0
6201,1,21,right,male,1,,5,GoodOther.bmp,Tra.bmp,Normalself,good,other,No,k,,,,,0,0
6201,1,21,right,male,1,,6,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,,0,0
6201,1,21,right,male,1,,7,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,8,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,,,,0,0
6201,1,21,right,male,1,,9,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,10,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,,0,0
6201,1,21,right,male,1,,11,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,12,GoodOther.bmp,T.bmp,Badother,good,other,No,k,,,,,0,0
6201,1,21,right,male,1,,13,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,19
6201,1,21,right,male,1,,14,BadSelf.bmp,T.bmp,Badother,bad,self,No,k,,,,,0,0
6201,1,21,right,male,1,,15,GoodSelf.bmp,P.bmp,Goodother,good,self,No,k,,,,,0,0
6201,1,21,right,male,1,,16,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,,,,0,0
6201,1,21,right,male,1,,17,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,18,GoodSelf.bmp,D.bmp,Badself,good,self,No,k,,,,,0,0
6201,1,21,right,male,1,,19,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,20,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,,0,0
6201,1,21,right,male,1,,21,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,k,0,588
6201,1,21,right,male,1,,22,GoodSelf.bmp,Tra.bmp,Normalself,good,self,No,k,,,,k,1,600
6201,1,21,right,male,1,,23,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,516
6201,1,21,right,male,1,,24,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,656
6201,1,21,right,male,1,,25,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,908
6201,1,21,right,male,1,,26,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,k,0,609
6201,1,21,right,male,1,,27,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,773
6201,1,21,right,male,1,,28,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,k,0,401
6201,1,21,right,male,1,,29,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,30,GoodOther.bmp,D.bmp,Badself,good,other,No,k,,,,,0,0
6201,1,21,right,male,1,,31,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,,0,0
6201,1,21,right,male,1,,32,GoodSelf.bmp,S.bmp,Normalother,good,self,No,k,,,,,0,0
6201,1,21,right,male,1,,33,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,,,,0,0
6201,1,21,right,male,1,,34,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,,0,0
6201,1,21,right,male,1,,35,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,36,BadSelf.bmp,C.bmp,Goodself,bad,self,No,k,,,,,0,0
6201,1,21,right,male,1,,37,BadOther.bmp,D.bmp,Badself,bad,other,No,k,,,,,0,0
6201,1,21,right,male,1,,38,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,,0,0
6201,1,21,right,male,1,,39,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,495
6201,1,21,right,male,1,,40,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,m,0,1019
6201,1,21,right,male,1,,41,BadOther.bmp,P.bmp,Goodother,bad,other,No,k,,,,k,1,735
6201,1,21,right,male,1,,42,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,k,0,771
6201,1,21,right,male,1,,43,GoodOther.bmp,S.bmp,Normalother,good,other,No,k,,,,k,1,823
6201,1,21,right,male,1,,44,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,,,,m,0,579
6201,1,21,right,male,1,,45,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,k,1,735
6201,1,21,right,male,1,,46,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,971
6201,1,21,right,male,1,,47,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,,,,k,1,751
6201,1,21,right,male,1,,48,BadSelf.bmp,P.bmp,Goodother,bad,self,No,k,,,,k,1,772
6201,1,21,right,male,1,,49,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,k,0,528
6201,1,21,right,male,1,,50,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,740
6201,1,21,right,male,1,,51,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,344
6201,1,21,right,male,1,,52,BadOther.bmp,S.bmp,Normalother,bad,other,No,k,,,,k,1,1066
6201,1,21,right,male,1,,53,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,729
6201,1,21,right,male,1,,54,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,k,0,293
6201,1,21,right,male,1,,55,GoodOther.bmp,C.bmp,Goodself,good,other,No,k,,,,k,1,617
6201,1,21,right,male,1,,56,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,57,GoodSelf.bmp,T.bmp,Badother,good,self,No,k,,,,m,0,770
6201,1,21,right,male,1,,58,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,,,,,0,0
6201,1,21,right,male,1,,59,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,,,,k,1,745
6201,1,21,right,male,1,,60,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,605
6201,1,21,right,male,1,,61,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,k,1,747
6201,1,21,right,male,1,,62,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,k,1,815
6201,1,21,right,male,1,,63,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,,0,0
6201,1,21,right,male,1,,64,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,799
6201,1,21,right,male,1,,65,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,k,1,731
6201,1,21,right,male,1,,66,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,336
6201,1,21,right,male,1,,67,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,m,0,956
