Subject,Session,Age,Handedness,Sex,BlockList.Sample,PracList.Sample,SubTrial,Label,Target,Shape,morality,identity,YesNoResp,CorrectAnswer,Targetprac.RESP,Targetprac.ACC,Targetprac.RT,Target.RESP,Target.ACC,Target.RT
6214,1,24,right,female,7,,76,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,352
6214,1,24,right,female,7,,77,BadSelf.bmp,S.bmp,Badother,bad,self,No,m,,,,k,0,508
6214,1,24,right,female,7,,78,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,449
6214,1,24,right,female,7,,79,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,389
6214,1,24,right,female,7,,80,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,361
6214,1,24,right,female,7,,81,GoodSelf.bmp,S.bmp,Badother,good,self,No,m,,,,m,1,501
6214,1,24,right,female,7,,82,NormalSelf.bmp,C.bmp,Normalother,normal,self,No,m,,,,m,1,713
6214,1,24,right,female,7,,83,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,342
6214,1,24,right,female,7,,84,BadOther.bmp,P.bmp,Normalself,bad,other,No,m,,,,m,1,658
6214,1,24,right,female,7,,85,GoodOther.bmp,S.bmp,Badother,good,other,No,m,,,,m,1,566
6214,1,24,right,female,7,,86,BadOther.bmp,T.bmp,Goodother,bad,other,No,m,,,,m,1,578
6214,1,24,right,female,7,,87,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,366
6214,1,24,right,female,7,,88,NormalOther.bmp,D.bmp,Goodself,normal,other,No,m,,,,m,1,523
6214,1,24,right,female,7,,89,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,334
6214,1,24,right,female,7,,90,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,m,1,666
6214,1,24,right,female,7,,91,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,334
6214,1,24,right,female,7,,92,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,m,1,506
6214,1,24,right,female,7,,93,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,m,1,518
6214,1,24,right,female,7,,94,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,667
6214,1,24,right,female,7,,95,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,m,1,535
6214,1,24,right,female,7,,96,NormalSelf.bmp,D.bmp,Goodself,normal,self,No,m,,,,m,1,531
6214,1,24,right,female,7,,97,BadSelf.bmp,D.bmp,Goodself,bad,self,No,m,,,,k,0,591
6214,1,24,right,female,7,,98,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,435
6214,1,24,right,female,7,,99,GoodSelf.bmp,T.bmp,Goodother,good,self,No,m,,,,m,1,512
6214,1,24,right,female,7,,100,BadOther.bmp,D.bmp,Goodself,bad,other,No,m,,,,m,1,868
6214,1,24,right,female,7,,101,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,384
6214,1,24,right,female,7,,102,BadOther.bmp,C.bmp,Normalother,bad,other,No,m,,,,m,1,532
6214,1,24,right,female,7,,103,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,m,1,760
6214,1,24,right,female,7,,104,BadSelf.bmp,C.bmp,Normalother,bad,self,No,m,,,,m,1,908
6214,1,24,right,female,7,,105,GoodSelf.bmp,Tra.bmp,Badself,good,self,No,m,,,,m,1,512
6214,1,24,right,female,7,,106,NormalSelf.bmp,S.bmp,Badother,normal,self,No,m,,,,m,1,532
6214,1,24,right,female,7,,107,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,m,0,488
6214,1,24,right,female,7,,108,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,372
6214,1,24,right,female,7,,109,GoodOther.bmp,P.bmp,Normalself,good,other,No,m,,,,m,1,440
6214,1,24,right,female,7,,110,GoodOther.bmp,Tra.bmp,Badself,good,other,No,m,,,,k,0,965
6214,1,24,right,female,7,,111,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,657
6214,1,24,right,female,7,,112,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,741
6214,1,24,right,female,7,,113,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,609
6214,1,24,right,female,7,,114,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,357
6214,1,24,right,female,7,,115,GoodSelf.bmp,P.bmp,Normalself,good,self,No,m,,,,m,1,642
6214,1,24,right,female,7,,116,GoodSelf.bmp,C.bmp,Normalother,good,self,No,m,,,,m,1,590
6214,1,24,right,female,7,,117,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,m,1,602
6214,1,24,right,female,7,,118,GoodOther.bmp,D.bmp,Goodself,good,other,No,m,,,,m,1,790
6214,1,24,right,female,7,,119,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,385
6214,1,24,right,female,7,,120,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,k,0,462
6214,1,24,right,female,8,,1,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,m,0,809
6214,1,24,right,female,8,,2,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,477
6214,1,24,right,female,8,,3,GoodSelf.bmp,S.bmp,Badother,good,self,No,m,,,,m,1,506
6214,1,24,right,female,8,,4,BadSelf.bmp,C.bmp,Normalother,bad,self,No,m,,,,k,0,526
6214,1,24,right,female,8,,5,NormalOther.bmp,D.bmp,Goodself,normal,other,No,m,,,,m,1,594
6214,1,24,right,female,8,,6,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,,0,0
6214,1,24,right,female,8,,7,GoodSelf.bmp,P.bmp,Normalself,good,self,No,m,,,,k,0,378
6214,1,24,right,female,8,,8,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,430
6214,1,24,right,female,8,,9,GoodOther.bmp,S.bmp,Badother,good,other,No,m,,,,m,1,435
6214,1,24,right,female,8,,10,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,599
6214,1,24,right,female,8,,11,NormalSelf.bmp,Tra.bmp,Badself,normal,self,No,m,,,,m,1,507
6214,1,24,right,female,8,,12,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,319
6214,1,24,right,female,8,,13,GoodOther.bmp,P.bmp,Normalself,good,other,No,m,,,,m,1,467
6214,1,24,right,female,8,,14,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,592
6214,1,24,right,female,8,,15,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,m,1,644
6214,1,24,right,female,8,,16,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,m,1,440
6214,1,24,right,female,8,,17,GoodOther.bmp,C.bmp,Normalother,good,other,No,m,,,,m,1,427
6214,1,24,right,female,8,,18,BadOther.bmp,P.bmp,Normalself,bad,other,No,m,,,,m,1,495
6214,1,24,right,female,8,,19,GoodSelf.bmp,Tra.bmp,Badself,good,self,No,m,,,,m,1,468
6214,1,24,right,female,8,,20,GoodSelf.bmp,C.bmp,Normalother,good,self,No,m,,,,m,1,544
6214,1,24,right,female,8,,21,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,m,1,612
6214,1,24,right,female,8,,22,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,m,0,568
6214,1,24,right,female,8,,23,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,428
6214,1,24,right,female,8,,24,BadOther.bmp,D.bmp,Goodself,bad,other,No,m,,,,m,1,536
6214,1,24,right,female,8,,25,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,381
6214,1,24,right,female,8,,26,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,305
6214,1,24,right,female,8,,27,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,,0,0
6214,1,24,right,female,8,,28,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,,0,0
6214,1,24,right,female,8,,29,NormalSelf.bmp,D.bmp,Goodself,normal,self,No,m,,,,k,0,21
6214,1,24,right,female,8,,30,GoodOther.bmp,D.bmp,Goodself,good,other,No,m,,,,m,1,578
6214,1,24,right,female,8,,31,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,302
6214,1,24,right,female,8,,32,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,553
6214,1,24,right,female,8,,33,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,m,1,461
6214,1,24,right,female,8,,34,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,353
6214,1,24,right,female,8,,35,BadSelf.bmp,S.bmp,Badother,bad,self,No,m,,,,m,1,662
6214,1,24,right,female,8,,36,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,m,1,434
6214,1,24,right,female,8,,37,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,390
6214,1,24,right,female,8,,38,BadSelf.bmp,D.bmp,Goodself,bad,self,No,m,,,,m,1,514
6214,1,24,right,female,8,,39,NormalOther.bmp,P.bmp,Normalself,normal,other,No,m,,,,m,1,678
6214,1,24,right,female,8,,40,NormalSelf.bmp,S.bmp,Badother,normal,self,No,m,,,,m,1,755
6214,1,24,right,female,8,,41,BadOther.bmp,T.bmp,Goodother,bad,other,No,m,,,,m,1,847
6214,1,24,right,female,8,,42,GoodSelf.bmp,T.bmp,Goodother,good,self,No,m,,,,m,1,499
6214,1,24,right,female,8,,43,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,m,1,887
6214,1,24,right,female,8,,44,GoodOther.bmp,Tra.bmp,Badself,good,other,No,m,,,,,0,0
6214,1,24,right,female,8,,45,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,343
6214,1,24,right,female,8,,46,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,460
6214,1,24,right,female,8,,47,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,415
6214,1,24,right,female,8,,48,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,387
6214,1,24,right,female,8,,49,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,327
6214,1,24,right,female,8,,50,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,475
6214,1,24,right,female,8,,51,NormalSelf.bmp,C.bmp,Normalother,normal,self,No,m,,,,m,1,456
6214,1,24,right,female,8,,52,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,372
6214,1,24,right,female,8,,53,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,360
6214,1,24,right,female,8,,54,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,388
6214,1,24,right,female,8,,55,BadOther.bmp,C.bmp,Normalother,bad,other,No,m,,,,m,1,664
6214,1,24,right,female,8,,56,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,325
6214,1,24,right,female,8,,57,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,377
6214,1,24,right,female,8,,58,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,653
6214,1,24,right,female,8,,59,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,377
6214,1,24,right,female,8,,60,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,613
6214,1,24,right,female,8,,61,GoodOther.bmp,C.bmp,Normalother,good,other,No,m,,,,m,1,601
6214,1,24,right,female,8,,62,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,469
6214,1,24,right,female,8,,63,BadOther.bmp,D.bmp,Goodself,bad,other,No,m,,,,m,1,393
6214,1,24,right,female,8,,64,BadSelf.bmp,D.bmp,Goodself,bad,self,No,m,,,,m,1,525
6214,1,24,right,female,8,,65,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,705
6214,1,24,right,female,8,,66,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,389
6214,1,24,right,female,8,,67,GoodOther.bmp,P.bmp,Normalself,good,other,No,m,,,,m,1,474
6214,1,24,right,female,8,,68,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,598
6214,1,24,right,female,8,,69,GoodOther.bmp,D.bmp,Goodself,good,other,No,m,,,,m,1,666
6214,1,24,right,female,8,,70,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,342
6214,1,24,right,female,8,,71,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,m,1,578
6214,1,24,right,female,8,,72,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,359
6214,1,24,right,female,8,,73,NormalSelf.bmp,D.bmp,Goodself,normal,self,No,m,,,,m,1,555
6214,1,24,right,female,8,,74,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,367
6214,1,24,right,female,8,,75,GoodSelf.bmp,S.bmp,Badother,good,self,No,m,,,,m,1,459
6214,1,24,right,female,8,,76,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,375
6214,1,24,right,female,8,,77,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,434
6214,1,24,right,female,8,,78,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,343
6214,1,24,right,female,8,,79,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,435
6214,1,24,right,female,8,,80,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,343
6214,1,24,right,female,8,,81,GoodSelf.bmp,T.bmp,Goodother,good,self,No,m,,,,k,0,547
6214,1,24,right,female,8,,82,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,487
6214,1,24,right,female,8,,83,GoodOther.bmp,Tra.bmp,Badself,good,other,No,m,,,,m,1,668
6214,1,24,right,female,8,,84,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,600
6214,1,24,right,female,8,,85,GoodSelf.bmp,P.bmp,Normalself,good,self,No,m,,,,m,1,596
6214,1,24,right,female,8,,86,GoodOther.bmp,S.bmp,Badother,good,other,No,m,,,,,0,0
6214,1,24,right,female,8,,87,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,,0,0
6214,1,24,right,female,8,,88,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,585
6214,1,24,right,female,8,,89,NormalOther.bmp,P.bmp,Normalself,normal,other,No,m,,,,m,1,445
6214,1,24,right,female,8,,90,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,433
6214,1,24,right,female,8,,91,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,m,1,413
6214,1,24,right,female,8,,92,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,352
6214,1,24,right,female,8,,93,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,740
6214,1,24,right,female,8,,94,BadSelf.bmp,S.bmp,Badother,bad,self,No,m,,,,m,1,441
6214,1,24,right,female,8,,95,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,m,1,405
6214,1,24,right,female,8,,96,GoodSelf.bmp,C.bmp,Normalother,good,self,No,m,,,,m,1,481
6214,1,24,right,female,8,,97,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,469
6214,1,24,right,female,8,,98,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,337
6214,1,24,right,female,8,,99,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,k,0,726
6214,1,24,right,female,8,,100,NormalSelf.bmp,C.bmp,Normalother,normal,self,No,m,,,,,0,0
6214,1,24,right,female,8,,101,BadOther.bmp,C.bmp,Normalother,bad,other,No,m,,,,m,1,662
6214,1,24,right,female,8,,102,NormalSelf.bmp,S.bmp,Badother,normal,self,No,m,,,,m,1,754
6214,1,24,right,female,8,,103,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,m,1,750
6214,1,24,right,female,8,,104,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,379
6214,1,24,right,female,8,,105,BadOther.bmp,P.bmp,Normalself,bad,other,No,m,,,,m,1,551
6214,1,24,right,female,8,,106,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,963
6214,1,24,right,female,8,,107,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,518
6214,1,24,right,female,8,,108,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,498
6214,1,24,right,female,8,,109,BadSelf.bmp,C.bmp,Normalother,bad,self,No,m,,,,m,1,598
6214,1,24,right,female,8,,110,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,611
6214,1,24,right,female,8,,111,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,567
6214,1,24,right,female,8,,112,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,m,1,515
6214,1,24,right,female,8,,113,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,607
6214,1,24,right,female,8,,114,GoodSelf.bmp,Tra.bmp,Badself,good,self,No,m,,,,m,1,771
6214,1,24,right,female,8,,115,NormalOther.bmp,D.bmp,Goodself,normal,other,No,m,,,,k,0,632
6214,1,24,right,female,8,,116,NormalSelf.bmp,Tra.bmp,Badself,normal,self,No,m,,,,k,0,892
6214,1,24,right,female,8,,117,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,648
6214,1,24,right,female,8,,118,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,380
6214,1,24,right,female,8,,119,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,376
6214,1,24,right,female,8,,120,BadOther.bmp,T.bmp,Goodother,bad,other,No,m,,,,m,1,797
6214,1,24,right,female,9,,1,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,,0,0
6214,1,24,right,female,9,,2,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,,0,0
6214,1,24,right,female,9,,3,GoodOther.bmp,Tra.bmp,Badself,good,other,No,m,,,,,0,0
6214,1,24,right,female,9,,4,NormalSelf.bmp,C.bmp,Normalother,normal,self,No,m,,,,,0,0
6214,1,24,right,female,9,,5,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,37
6214,1,24,right,female,9,,6,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,425
6214,1,24,right,female,9,,7,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,341
6214,1,24,right,female,9,,8,BadSelf.bmp,S.bmp,Badother,bad,self,No,m,,,,m,1,570
6214,1,24,right,female,9,,9,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,438
6214,1,24,right,female,9,,10,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,474
6214,1,24,right,female,9,,11,GoodOther.bmp,P.bmp,Normalself,good,other,No,m,,,,m,1,542
6214,1,24,right,female,9,,12,GoodSelf.bmp,T.bmp,Goodother,good,self,No,m,,,,m,1,506
6214,1,24,right,female,9,,13,BadOther.bmp,P.bmp,Normalself,bad,other,No,m,,,,m,1,535
6214,1,24,right,female,9,,14,BadSelf.bmp,C.bmp,Normalother,bad,self,No,m,,,,m,1,778
6214,1,24,right,female,9,,15,GoodOther.bmp,D.bmp,Goodself,good,other,No,m,,,,m,1,494
6214,1,24,right,female,9,,16,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,m,1,586
6214,1,24,right,female,9,,17,NormalSelf.bmp,S.bmp,Badother,normal,self,No,m,,,,m,1,510
6214,1,24,right,female,9,,18,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,371
6214,1,24,right,female,9,,19,BadOther.bmp,C.bmp,Normalother,bad,other,No,m,,,,m,1,487
6214,1,24,right,female,9,,20,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,363
6214,1,24,right,female,9,,21,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,519
6214,1,24,right,female,9,,22,GoodSelf.bmp,P.bmp,Normalself,good,self,No,m,,,,m,1,483
6214,1,24,right,female,9,,23,NormalOther.bmp,D.bmp,Goodself,normal,other,No,m,,,,m,1,599
6214,1,24,right,female,9,,24,NormalSelf.bmp,Tra.bmp,Badself,normal,self,No,m,,,,m,1,516
6214,1,24,right,female,9,,25,BadOther.bmp,T.bmp,Goodother,bad,other,No,m,,,,m,1,496
6214,1,24,right,female,9,,26,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,308
6214,1,24,right,female,9,,27,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,576
6214,1,24,right,female,9,,28,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,396
6214,1,24,right,female,9,,29,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,m,0,552
6214,1,24,right,female,9,,30,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,k,0,132
6214,1,24,right,female,9,,31,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,576
6214,1,24,right,female,9,,32,NormalOther.bmp,P.bmp,Normalself,normal,other,No,m,,,,m,1,556
6214,1,24,right,female,9,,33,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,272
6214,1,24,right,female,9,,34,GoodSelf.bmp,C.bmp,Normalother,good,self,No,m,,,,m,1,453
6214,1,24,right,female,9,,35,NormalSelf.bmp,D.bmp,Goodself,normal,self,No,m,,,,k,0,585
6214,1,24,right,female,9,,36,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,405
6214,1,24,right,female,9,,37,GoodOther.bmp,T.bmp,Goodother,good,other,Yes,k,,,,k,1,625
6214,1,24,right,female,9,,38,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,k,0,597
6214,1,24,right,female,9,,39,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,441
6214,1,24,right,female,9,,40,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,574
6214,1,24,right,female,9,,41,GoodOther.bmp,C.bmp,Normalother,good,other,No,m,,,,m,1,466
6214,1,24,right,female,9,,42,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,342
6214,1,24,right,female,9,,43,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,m,1,378
6214,1,24,right,female,9,,44,GoodSelf.bmp,S.bmp,Badother,good,self,No,m,,,,m,1,469
6214,1,24,right,female,9,,45,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,410
6214,1,24,right,female,9,,46,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,m,0,326
6214,1,24,right,female,9,,47,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,418
6214,1,24,right,female,9,,48,BadSelf.bmp,D.bmp,Goodself,bad,self,No,m,,,,m,1,486
6214,1,24,right,female,9,,49,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,378
6214,1,24,right,female,9,,50,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,415
6214,1,24,right,female,9,,51,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,435
6214,1,24,right,female,9,,52,GoodOther.bmp,S.bmp,Badother,good,other,No,m,,,,m,1,439
6214,1,24,right,female,9,,53,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,m,1,467
6214,1,24,right,female,9,,54,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,359
6214,1,24,right,female,9,,55,BadOther.bmp,D.bmp,Goodself,bad,other,No,m,,,,m,1,419
6214,1,24,right,female,9,,56,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,m,0,544
6214,1,24,right,female,9,,57,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,380
6214,1,24,right,female,9,,58,GoodSelf.bmp,Tra.bmp,Badself,good,self,No,m,,,,m,1,568
6214,1,24,right,female,9,,59,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,m,1,572
6214,1,24,right,female,9,,60,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,391
6214,1,24,right,female,9,,61,NormalOther.bmp,S.bmp,Badother,normal,other,No,m,,,,m,1,620
6214,1,24,right,female,9,,62,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,m,0,528
6214,1,24,right,female,9,,63,NormalSelf.bmp,D.bmp,Goodself,normal,self,No,m,,,,k,0,292
6214,1,24,right,female,9,,64,BadSelf.bmp,S.bmp,Badother,bad,self,No,m,,,,m,1,296
6214,1,24,right,female,9,,65,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,612
6214,1,24,right,female,9,,66,NormalOther.bmp,T.bmp,Goodother,normal,other,No,m,,,,m,1,385
6214,1,24,right,female,9,,67,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,493
6214,1,24,right,female,9,,68,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,601
6214,1,24,right,female,9,,69,GoodSelf.bmp,D.bmp,Goodself,good,self,Yes,k,,,,k,1,373
6214,1,24,right,female,9,,70,BadSelf.bmp,Tra.bmp,Badself,bad,self,Yes,k,,,,k,1,321
6214,1,24,right,female,9,,71,GoodSelf.bmp,C.bmp,Normalother,good,self,No,m,,,,m,1,429
6214,1,24,right,female,9,,72,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,338
6214,1,24,right,female,9,,73,NormalOther.bmp,C.bmp,Normalother,normal,other,Yes,k,,,,k,1,302
6214,1,24,right,female,9,,74,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,346
6214,1,24,right,female,9,,75,GoodOther.bmp,C.bmp,Normalother,good,other,No,m,,,,m,1,445
6214,1,24,right,female,9,,76,BadOther.bmp,Tra.bmp,Badself,bad,other,No,m,,,,m,1,505
6214,1,24,right,female,9,,77,NormalOther.bmp,Tra.bmp,Badself,normal,other,No,m,,,,m,1,486
6214,1,24,right,female,9,,78,BadSelf.bmp,P.bmp,Normalself,bad,self,No,m,,,,k,0,818
6214,1,24,right,female,9,,79,NormalSelf.bmp,T.bmp,Goodother,normal,self,No,m,,,,m,1,886
6214,1,24,right,female,9,,80,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,362
6214,1,24,right,female,9,,81,NormalSelf.bmp,P.bmp,Normalself,normal,self,Yes,k,,,,k,1,398
6214,1,24,right,female,9,,82,BadOther.bmp,S.bmp,Badother,bad,other,Yes,k,,,,k,1,355
6214,1,24,right,female,9,,83,BadSelf.bmp,T.bmp,Goodother,bad,self,No,m,,,,m,1,511
