Subject,Age,Handedness,Sex,BlockList.Sample,SubTrial,Label,Target,Shape,YesNoResp,Target.CRESP,Target.RESP,Target.ACC,Target.RT
1,22,right,male,3,32,善人,T.bmp,Good,Yes,n,n,1,709
1,22,right,male,3,33,常人,C.bmp,Normal,Yes,n,m,0,785
1,22,right,male,3,34,常人,C.bmp,Normal,Yes,n,n,1,820
1,22,right,male,3,35,善人,T.bmp,Good,Yes,n,m,0,680
1,22,right,male,3,36,常人,T.bmp,Good,No,m,m,1,1067
1,22,right,male,3,37,常人,C.bmp,Normal,Yes,n,n,1,1039
1,22,right,male,3,38,善人,C.bmp,Normal,No,m,m,1,810
1,22,right,male,3,39,常人,T.bmp,Good,No,m,m,1,893
1,22,right,male,3,40,恶人,T.bmp,Good,No,m,m,1,1017
1,22,right,male,3,41,恶人,C.bmp,Normal,No,m,n,0,868
1,22,right,male,3,42,恶人,S.bmp,Bad,Yes,n,m,0,664
1,22,right,male,3,43,常人,S.bmp,Bad,No,m,n,0,771
1,22,right,male,3,44,善人,S.bmp,Bad,No,m,m,1,855
1,22,right,male,3,45,常人,C.bmp,Normal,Yes,n,n,1,746
1,22,right,male,3,46,善人,T.bmp,Good,Yes,n,m,0,701
1,22,right,male,3,47,善人,T.bmp,Good,Yes,n,m,0,793
1,22,right,male,3,48,恶人,S.bmp,Bad,Yes,n,n,1,836
1,22,right,male,3,49,常人,S.bmp,Bad,No,m,m,1,808
1,22,right,male,3,50,常人,C.bmp,Normal,Yes,n,m,0,1043
1,22,right,male,3,51,恶人,C.bmp,Normal,No,m,,0,0
1,22,right,male,3,52,恶人,T.bmp,Good,No,m,n,0,850
1,22,right,male,3,53,善人,T.bmp,Good,Yes,n,m,0,917
1,22,right,male,3,54,善人,S.bmp,Bad,No,m,m,1,985
1,22,right,male,3,55,善人,C.bmp,Normal,No,m,,0,0
1,22,right,male,3,56,善人,T.bmp,Good,Yes,n,n,1,728
1,22,right,male,3,57,常人,T.bmp,Good,No,m,m,1,763
1,22,right,male,3,58,恶人,S.bmp,Bad,Yes,n,n,1,758
1,22,right,male,3,59,恶人,S.bmp,Bad,Yes,n,m,0,706
1,22,right,male,3,60,常人,C.bmp,Normal,Yes,n,m,0,853
1,22,right,male,4,1,善人,T.bmp,Good,Yes,n,n,1,746
1,22,right,male,4,2,常人,T.bmp,Good,No,m,m,1,605
1,22,right,male,4,3,恶人,C.bmp,Normal,No,m,m,1,880
1,22,right,male,4,4,善人,T.bmp,Good,Yes,n,n,1,636
1,22,right,male,4,5,常人,C.bmp,Normal,Yes,n,m,0,999
1,22,right,male,4,6,善人,C.bmp,Normal,No,m,m,1,875
1,22,right,male,4,7,善人,S.bmp,Bad,No,m,m,1,1094
1,22,right,male,4,8,常人,C.bmp,Normal,Yes,n,n,1,1026
1,22,right,male,4,9,恶人,S.bmp,Bad,Yes,n,n,1,941
1,22,right,male,4,10,常人,S.bmp,Bad,No,m,,0,0
1,22,right,male,4,11,恶人,T.bmp,Good,No,m,,0,0
1,22,right,male,4,12,恶人,S.bmp,Bad,Yes,n,m,0,655
1,22,right,male,4,13,恶人,T.bmp,Good,No,m,m,1,979
1,22,right,male,4,14,恶人,C.bmp,Normal,No,m,m,1,886
1,22,right,male,4,15,常人,T.bmp,Good,No,m,,0,0
1,22,right,male,4,16,恶人,S.bmp,Bad,Yes,n,,0,0
1,22,right,male,4,17,善人,T.bmp,Good,Yes,n,n,1,560
1,22,right,male,4,18,常人,C.bmp,Normal,Yes,n,m,0,636
1,22,right,male,4,19,善人,T.bmp,Good,Yes,n,n,1,751
1,22,right,male,4,20,善人,S.bmp,Bad,No,m,n,0,963
1,22,right,male,4,21,常人,S.bmp,Bad,No,m,m,1,1022
1,22,right,male,4,22,恶人,S.bmp,Bad,Yes,n,n,1,937
1,22,right,male,4,23,常人,C.bmp,Normal,Yes,n,m,0,725
1,22,right,male,4,24,善人,C.bmp,Normal,No,m,,0,0
1,22,right,male,4,25,常人,S.bmp,Bad,No,m,n,0,908
1,22,right,male,4,26,常人,T.bmp,Good,No,m,n,0,1039
1,22,right,male,4,27,善人,T.bmp,Good,Yes,n,n,1,715
1,22,right,male,4,28,恶人,S.bmp,Bad,Yes,n,n,1,854
1,22,right,male,4,29,恶人,C.bmp,Normal,No,m,m,1,833
1,22,right,male,4,30,常人,C.bmp,Normal,Yes,n,,0,0
1,22,right,male,4,31,恶人,T.bmp,Good,No,m,m,1,1039
1,22,right,male,4,32,善人,S.bmp,Bad,No,m,m,1,931
1,22,right,male,4,33,善人,C.bmp,Normal,No,m,m,1,806
1,22,right,male,4,34,善人,T.bmp,Good,Yes,n,n,1,881
1,22,right,male,4,35,恶人,S.bmp,Bad,Yes,n,n,1,773
1,22,right,male,4,36,常人,C.bmp,Normal,Yes,n,n,1,984
1,22,right,male,4,37,善人,S.bmp,Bad,No,m,m,1,876
1,22,right,male,4,38,恶人,T.bmp,Good,No,m,m,1,943
1,22,right,male,4,39,善人,T.bmp,Good,Yes,n,n,1,883
1,22,right,male,4,40,常人,T.bmp,Good,No,m,m,1,790
1,22,right,male,4,41,恶人,S.bmp,Bad,Yes,n,n,1,953
1,22,right,male,4,42,善人,T.bmp,Good,Yes,n,,0,0
1,22,right,male,4,43,恶人,C.bmp,Normal,No,m,m,1,712
1,22,right,male,4,44,善人,C.bmp,Normal,No,m,m,1,764
1,22,right,male,4,45,常人,C.bmp,Normal,Yes,n,n,1,631
1,22,right,male,4,46,恶人,S.bmp,Bad,Yes,n,n,1,835
1,22,right,male,4,47,常人,C.bmp,Normal,Yes,n,m,0,702
1,22,right,male,4,48,常人,S.bmp,Bad,No,m,m,1,809
1,22,right,male,4,49,恶人,T.bmp,Good,No,m,n,0,861
1,22,right,male,4,50,常人,T.bmp,Good,No,m,m,1,864
1,22,right,male,4,51,恶人,S.bmp,Bad,Yes,n,n,1,764
1,22,right,male,4,52,善人,S.bmp,Bad,No,m,m,1,847
1,22,right,male,4,53,常人,C.bmp,Normal,Yes,n,n,1,826
1,22,right,male,4,54,常人,S.bmp,Bad,No,m,m,1,854
1,22,right,male,4,55,善人,T.bmp,Good,Yes,n,m,0,785
1,22,right,male,4,56,常人,C.bmp,Normal,Yes,n,n,1,805
1,22,right,male,4,57,恶人,S.bmp,Bad,Yes,n,m,0,608
1,22,right,male,4,58,善人,T.bmp,Good,Yes,n,m,0,932
1,22,right,male,4,59,善人,C.bmp,Normal,No,m,m,1,975
1,22,right,male,4,60,恶人,C.bmp,Normal,No,m,m,1,962
1,22,right,male,5,1,常人,C.bmp,Normal,Yes,n,m,0,671
1,22,right,male,5,2,常人,T.bmp,Good,No,m,m,1,786
1,22,right,male,5,3,恶人,S.bmp,Bad,Yes,n,n,1,758
1,22,right,male,5,4,善人,T.bmp,Good,Yes,n,n,1,689
1,22,right,male,5,5,常人,S.bmp,Bad,No,m,,0,0
1,22,right,male,5,6,善人,C.bmp,Normal,No,m,m,1,816
1,22,right,male,5,7,恶人,C.bmp,Normal,No,m,m,1,859
1,22,right,male,5,8,恶人,T.bmp,Good,No,m,m,1,879
1,22,right,male,5,9,恶人,S.bmp,Bad,Yes,n,n,1,698
1,22,right,male,5,10,善人,S.bmp,Bad,No,m,n,0,742
1,22,right,male,5,11,善人,T.bmp,Good,Yes,n,m,0,721
1,22,right,male,5,12,常人,C.bmp,Normal,Yes,n,n,1,916
1,22,right,male,5,13,善人,T.bmp,Good,Yes,n,n,1,784
1,22,right,male,5,14,常人,T.bmp,Good,No,m,m,1,675
1,22,right,male,5,15,常人,C.bmp,Normal,Yes,n,n,1,975
1,22,right,male,5,16,善人,C.bmp,Normal,No,m,,0,0
1,22,right,male,5,17,恶人,T.bmp,Good,No,m,m,1,837
1,22,right,male,5,18,常人,S.bmp,Bad,No,m,m,1,937
1,22,right,male,5,19,善人,T.bmp,Good,Yes,n,n,1,796
1,22,right,male,5,20,恶人,C.bmp,Normal,No,m,m,1,1024
1,22,right,male,5,21,恶人,S.bmp,Bad,Yes,n,n,1,747
1,22,right,male,5,22,常人,C.bmp,Normal,Yes,n,m,0,727
1,22,right,male,5,23,善人,S.bmp,Bad,No,m,m,1,986
1,22,right,male,5,24,恶人,S.bmp,Bad,Yes,n,n,1,733
1,22,right,male,5,25,恶人,S.bmp,Bad,Yes,n,n,1,633
1,22,right,male,5,26,恶人,S.bmp,Bad,Yes,n,n,1,532
1,22,right,male,5,27,常人,T.bmp,Good,No,m,m,1,856
1,22,right,male,5,28,常人,C.bmp,Normal,Yes,n,n,1,627
1,22,right,male,5,29,常人,C.bmp,Normal,Yes,n,m,0,783
1,22,right,male,5,30,善人,S.bmp,Bad,No,m,m,1,754
1,22,right,male,5,31,恶人,T.bmp,Good,No,m,m,1,877
1,22,right,male,5,32,善人,T.bmp,Good,Yes,n,n,1,753
1,22,right,male,5,33,常人,S.bmp,Bad,No,m,m,1,899
1,22,right,male,5,34,善人,T.bmp,Good,Yes,n,n,1,703
1,22,right,male,5,35,恶人,C.bmp,Normal,No,m,n,0,906
1,22,right,male,5,36,善人,C.bmp,Normal,No,m,m,1,869
1,22,right,male,5,37,常人,C.bmp,Normal,Yes,n,n,1,825
1,22,right,male,5,38,常人,S.bmp,Bad,No,m,m,1,908
1,22,right,male,5,39,常人,T.bmp,Good,No,m,m,1,824
1,22,right,male,5,40,恶人,S.bmp,Bad,Yes,n,n,1,715
1,22,right,male,5,41,常人,C.bmp,Normal,Yes,n,n,1,847
1,22,right,male,5,42,善人,C.bmp,Normal,No,m,m,1,794
1,22,right,male,5,43,恶人,T.bmp,Good,No,m,m,1,685
1,22,right,male,5,44,恶人,S.bmp,Bad,Yes,n,,0,0
1,22,right,male,5,45,善人,S.bmp,Bad,No,m,m,1,724
1,22,right,male,5,46,善人,T.bmp,Good,Yes,n,n,1,656
1,22,right,male,5,47,恶人,C.bmp,Normal,No,m,m,1,1027
1,22,right,male,5,48,善人,T.bmp,Good,Yes,n,n,1,687
1,22,right,male,5,49,善人,T.bmp,Good,Yes,n,n,1,666
1,22,right,male,5,50,善人,S.bmp,Bad,No,m,m,1,997
1,22,right,male,5,51,常人,C.bmp,Normal,Yes,n,n,1,769
1,22,right,male,5,52,常人,T.bmp,Good,No,m,,0,0
1,22,right,male,5,53,常人,S.bmp,Bad,No,m,m,1,1032
1,22,right,male,5,54,善人,T.bmp,Good,Yes,n,n,1,603
1,22,right,male,5,55,常人,C.bmp,Normal,Yes,n,n,1,790
1,22,right,male,5,56,恶人,S.bmp,Bad,Yes,n,n,1,802
1,22,right,male,5,57,恶人,T.bmp,Good,No,m,m,1,789
1,22,right,male,5,58,善人,C.bmp,Normal,No,m,n,0,761
1,22,right,male,5,59,恶人,S.bmp,Bad,Yes,n,m,0,932
1,22,right,male,5,60,恶人,C.bmp,Normal,No,m,m,1,848
1,22,right,male,6,1,善人,T.bmp,Good,Yes,n,m,0,725
1,22,right,male,6,2,善人,T.bmp,Good,Yes,n,n,1,655
1,22,right,male,6,3,善人,C.bmp,Normal,No,m,m,1,683
1,22,right,male,6,4,常人,T.bmp,Good,No,m,m,1,822
1,22,right,male,6,5,善人,S.bmp,Bad,No,m,m,1,794
1,22,right,male,6,6,常人,S.bmp,Bad,No,m,m,1,701
1,22,right,male,6,7,恶人,S.bmp,Bad,Yes,n,n,1,688
1,22,right,male,6,8,恶人,C.bmp,Normal,No,m,m,1,684
1,22,right,male,6,9,常人,C.bmp,Normal,Yes,n,n,1,703
1,22,right,male,6,10,恶人,S.bmp,Bad,Yes,n,n,1,819
1,22,right,male,6,11,恶人,T.bmp,Good,No,m,m,1,678
1,22,right,male,6,12,常人,C.bmp,Normal,Yes,n,m,0,970
1,22,right,male,6,13,善人,T.bmp,Good,Yes,n,n,1,709
1,22,right,male,6,14,善人,S.bmp,Bad,No,m,m,1,640
1,22,right,male,6,15,善人,C.bmp,Normal,No,m,m,1,828
1,22,right,male,6,16,善人,T.bmp,Good,Yes,n,n,1,871
1,22,right,male,6,17,恶人,S.bmp,Bad,Yes,n,n,1,803
1,22,right,male,6,18,恶人,T.bmp,Good,No,m,m,1,702
1,22,right,male,6,19,常人,T.bmp,Good,No,m,m,1,857
1,22,right,male,6,20,恶人,C.bmp,Normal,No,m,n,0,685
1,22,right,male,6,21,常人,S.bmp,Bad,No,m,n,0,816
1,22,right,male,6,22,常人,C.bmp,Normal,Yes,n,n,1,668
1,22,right,male,6,23,常人,C.bmp,Normal,Yes,n,n,1,727
1,22,right,male,6,24,恶人,S.bmp,Bad,Yes,n,n,1,819
1,22,right,male,6,25,善人,T.bmp,Good,Yes,n,n,1,686
1,22,right,male,6,26,常人,S.bmp,Bad,No,m,m,1,809
1,22,right,male,6,27,恶人,S.bmp,Bad,Yes,n,m,0,1045
1,22,right,male,6,28,恶人,C.bmp,Normal,No,m,m,1,688
1,22,right,male,6,29,善人,T.bmp,Good,Yes,n,n,1,716
1,22,right,male,6,30,常人,C.bmp,Normal,Yes,n,n,1,759
1,22,right,male,6,31,善人,C.bmp,Normal,No,m,m,1,834
1,22,right,male,6,32,常人,C.bmp,Normal,Yes,n,n,1,910
1,22,right,male,6,33,恶人,S.bmp,Bad,Yes,n,m,0,785
1,22,right,male,6,34,常人,T.bmp,Good,No,m,m,1,765
1,22,right,male,6,35,恶人,T.bmp,Good,No,m,n,0,968
1,22,right,male,6,36,善人,S.bmp,Bad,No,m,m,1,1075
1,22,right,male,6,37,善人,S.bmp,Bad,No,m,m,1,798
1,22,right,male,6,38,善人,T.bmp,Good,Yes,n,m,0,721
1,22,right,male,6,39,常人,S.bmp,Bad,No,m,m,1,997
1,22,right,male,6,40,善人,T.bmp,Good,Yes,n,n,1,720
1,22,right,male,6,41,恶人,S.bmp,Bad,Yes,n,n,1,788
1,22,right,male,6,42,常人,T.bmp,Good,No,m,m,1,839
1,22,right,male,6,43,恶人,C.bmp,Normal,No,m,m,1,907
1,22,right,male,6,44,常人,C.bmp,Normal,Yes,n,n,1,822
1,22,right,male,6,45,恶人,T.bmp,Good,No,m,m,1,609
1,22,right,male,6,46,常人,C.bmp,Normal,Yes,n,n,1,781
1,22,right,male,6,47,恶人,S.bmp,Bad,Yes,n,n,1,1088
1,22,right,male,6,48,善人,C.bmp,Normal,No,m,m,1,804
1,22,right,male,6,49,恶人,C.bmp,Normal,No,m,m,1,735
